,Doc_ID,Name_x,descriptions_x,titles,date,source,citations,Location,Name_y,descriptions_y,similar_area,area_score
9297,9297,lance sherry,paper presents model methodology safety sensitivity analysis advanced airspace concept analysis part larger effort analyze safetycapacity tradeoffs nextgen concepts key part model definition dynamic event tree like standard event tree also includes dimension time statespace description model constructed evaluated automated fashion based set input tables thus changes model easily implemented results automatically recomputed analytical implementation evaluated fairly quickly couple seconds per evaluation systematic sensitivity analysis shows transponder failure probability critical model parameter,safety sensitivity analysis advanced airspace concept nextgen,4/24/2012,safety sensitivity analysis advanced airspace concept nextgen,19.0,Google Scholar,lance sherry,paper present model methodology safety sensitivity analysis advanced airspace concept analysis part large effort analyze safetycapacity tradeoff nextgen concept key part model definition dynamic event tree like standard event tree also include dimension time statespace description model construct evaluate automate fashion base set input table thus change model easily implement result automatically recompute analytical implementation evaluate fairly quickly couple second per evaluation systematic sensitivity analysis show transponder failure probability critical model parameter,statistical modeling,0.2724746304565331
9297,9297,lance sherry,paper presents model methodology safety sensitivity analysis advanced airspace concept analysis part larger effort analyze safetycapacity tradeoffs nextgen concepts key part model definition dynamic event tree like standard event tree also includes dimension time statespace description model constructed evaluated automated fashion based set input tables thus changes model easily implemented results automatically recomputed analytical implementation evaluated fairly quickly couple seconds per evaluation systematic sensitivity analysis shows transponder failure probability critical model parameter,safety sensitivity analysis advanced airspace concept nextgen,4/24/2012,safety sensitivity analysis advanced airspace concept nextgen,19.0,Google Scholar,lance sherry,paper present model methodology safety sensitivity analysis advanced airspace concept analysis part large effort analyze safetycapacity tradeoff nextgen concept key part model definition dynamic event tree like standard event tree also include dimension time statespace description model construct evaluate automate fashion base set input table thus change model easily implement result automatically recompute analytical implementation evaluate fairly quickly couple second per evaluation systematic sensitivity analysis show transponder failure probability critical model parameter,stochastic modeling,0.2724746304565331
9418,9418,lance sherry,arriving aircraft executes goaround runway throughput measured landings per hour decreases objective paper understand interaction goarounds reduced separation runway throughput paper develops model arrival goaround process using stochastic models aircraft separation runway occupancy times model based previous model jeddi et al extended several ways paper example model accounts categories goarounds related separation issues model fitted recent data observed goaround rates sherry et al sensitivity analysis conducted quantify tradeoffs different parameters model impact throughput holding goaround rates fixed one parameter interest variance interarrival separation,model investigating interaction goarounds runway throughput,2013,model investigating interaction goarounds runway throughput,2.0,Google Scholar,lance sherry,arrive aircraft execute goaround runway throughput measure landing per hour decrease objective paper understand interaction goaround reduce separation runway throughput paper develop model arrival goaround process use stochastic model aircraft separation runway occupancy times model base previous model jeddi et al extend several way paper example model account category goaround relate separation issue model fit recent datum observe goaround rate sherry et al sensitivity analysis conduct quantify tradeoff different parameter model impact throughput hold goaround rate fix one parameter interest variance interarrival separation,statistical modeling,0.2826075839989316
9418,9418,lance sherry,arriving aircraft executes goaround runway throughput measured landings per hour decreases objective paper understand interaction goarounds reduced separation runway throughput paper develops model arrival goaround process using stochastic models aircraft separation runway occupancy times model based previous model jeddi et al extended several ways paper example model accounts categories goarounds related separation issues model fitted recent data observed goaround rates sherry et al sensitivity analysis conducted quantify tradeoffs different parameters model impact throughput holding goaround rates fixed one parameter interest variance interarrival separation,model investigating interaction goarounds runway throughput,2013,model investigating interaction goarounds runway throughput,2.0,Google Scholar,lance sherry,arrive aircraft execute goaround runway throughput measure landing per hour decrease objective paper understand interaction goaround reduce separation runway throughput paper develop model arrival goaround process use stochastic model aircraft separation runway occupancy times model base previous model jeddi et al extend several way paper example model account category goaround relate separation issue model fit recent datum observe goaround rate sherry et al sensitivity analysis conduct quantify tradeoff different parameter model impact throughput hold goaround rate fix one parameter interest variance interarrival separation,stochastic modeling,0.2728624948955202
9454,9454,lance sherry,paper describes formal methodology referred sgb methodology used design software logic based avionics systems expanded incorporate cognitive engineering guidelines principles use design complex systems sgb method referred formal tool associated method algorithms used assist requirements specification purpose paper describe application method framework integrating requirements interface design training procedure design within system engineering method paper first describes method used moves case studies shown method useful incorporating information requirements design process,formal method integrated system design incorporate cognitive engineering principles systems engineering method,2001,formal method integrated system design incorporate cognitive engineering principles systems engineering method,1.0,Google Scholar,lance sherry,paper describe formal methodology refer sgb methodology use design software logic base avionic system expand incorporate cognitive engineering guideline principle use design complex system sgb method refer formal tool associate method algorithms use assist requirement specification purpose paper describe application method framework integrating requirement interface design training procedure design within system engineering method paper first describe method use move case study show method useful incorporate information requirement design process,visual computing,0.2258946170818498
9454,9454,lance sherry,paper describes formal methodology referred sgb methodology used design software logic based avionics systems expanded incorporate cognitive engineering guidelines principles use design complex systems sgb method referred formal tool associated method algorithms used assist requirements specification purpose paper describe application method framework integrating requirements interface design training procedure design within system engineering method paper first describes method used moves case studies shown method useful incorporating information requirements design process,formal method integrated system design incorporate cognitive engineering principles systems engineering method,2001,formal method integrated system design incorporate cognitive engineering principles systems engineering method,1.0,Google Scholar,lance sherry,paper describe formal methodology refer sgb methodology use design software logic base avionic system expand incorporate cognitive engineering guideline principle use design complex system sgb method refer formal tool associate method algorithms use assist requirement specification purpose paper describe application method framework integrating requirement interface design training procedure design within system engineering method paper first describe method use move case study show method useful incorporate information requirement design process,biomedical imaging devices,0.2171536060551482
9490,9490,lance sherry,resilience means extend design reliability system beyond design assurance achieved technology case supervised autonomous systems resilience achieved intervention human operator autonomous system creates undesired state paper describes detailed analysis requirements design intervention operation autonomous function modern airliner analysis derives requirements intervention task analysis six step scenario leading controlled flight stall cfis accidents requirements cannot performed adequately human operator ie monitoring rare events complex calculations correlation disparate data automated standalone device flight deck functional design intervention support device known paranoid pilot associate described limitations implications design discussed,design resilience autonomous systems lessons learned controlled flight stall accidents,2015,design resilience autonomous systems lessons learned controlled flight stall accidents,,Google Scholar,lance sherry,resilience mean extend design reliability system beyond design assurance achieve technology case supervise autonomous system resilience achieve intervention human operator autonomous system create undesire state paper describes detailed analysis requirement design intervention operation autonomous function modern airliner analysis derive requirement intervention task analysis six step scenario lead control flight stall cfis accident requirement can not perform adequately human operator ie monitor rare event complex calculation correlation disparate datum automate standalone device flight deck functional design intervention support device know paranoid pilot associate describe limitation implication design discuss,biomedical imaging devices,0.2254028651390731
9600,9600,lei yang,although transformerbased deep learning models widely used many natural language processing nlp tasks well computer vision suffer gigantic model size long latency network pruning reduce computational cost model size however existing works mainly focus irregular sparse pruning often causes irregular computations extra indices per remained weight work propose tensorcore inspired hierarchical model compression method push performance limit modern gpus present two modes twostep process first mode use tensorcore aware blockbased weight pruning method exploit model sparsity coarsegrained manner use lowrank decomposition reduce weight storage finegrained manner second mode first use irregular pruning achieve,hmctran tensorcore inspired hierarchical model compression transformerbased dnns gpu,6/22/2021,hmctran tensorcore inspired hierarchical model compression transformerbased dnns gpu,3.0,Google Scholar,lei yang,although transformerbase deep learning model widely use many natural language processing nlp task well computer vision suffer gigantic model size long latency network prune reduce computational cost model size however exist work mainly focus irregular sparse pruning often cause irregular computation extra index per remain weight work propose tensorcore inspire hierarchical model compression method push performance limit modern gpu present two mode twostep process first mode use tensorcore aware blockbase weight pruning method exploit model sparsity coarsegraine manner use lowrank decomposition reduce weight storage finegraine manner second mode first use irregular pruning achieve,statistical modeling,0.2344941424433957
9600,9600,lei yang,although transformerbased deep learning models widely used many natural language processing nlp tasks well computer vision suffer gigantic model size long latency network pruning reduce computational cost model size however existing works mainly focus irregular sparse pruning often causes irregular computations extra indices per remained weight work propose tensorcore inspired hierarchical model compression method push performance limit modern gpus present two modes twostep process first mode use tensorcore aware blockbased weight pruning method exploit model sparsity coarsegrained manner use lowrank decomposition reduce weight storage finegrained manner second mode first use irregular pruning achieve,hmctran tensorcore inspired hierarchical model compression transformerbased dnns gpu,6/22/2021,hmctran tensorcore inspired hierarchical model compression transformerbased dnns gpu,3.0,Google Scholar,lei yang,although transformerbase deep learning model widely use many natural language processing nlp task well computer vision suffer gigantic model size long latency network prune reduce computational cost model size however exist work mainly focus irregular sparse pruning often cause irregular computation extra index per remain weight work propose tensorcore inspire hierarchical model compression method push performance limit modern gpu present two mode twostep process first mode use tensorcore aware blockbase weight pruning method exploit model sparsity coarsegraine manner use lowrank decomposition reduce weight storage finegraine manner second mode first use irregular pruning achieve,stochastic modeling,0.2344941424433957
9623,9623,lily wang,semiparametric additive partial linear models containing linear nonlinear additive components flexible compared linear models efficient compared general nonparametric regression models reduce problem known paper propose new estimation approach models use polynomial splines approximate additive nonparametric components derive asymptotic normality resulting estimators parameters also develop variable selection procedure identify significant linear components using smoothly clipped absolute deviation penalty scad show scadbased estimators nonzero linear components oracle property simulations performed examine performance approach compared several variable,estimation variable selection semiparametric additive partial linear models,2011/7,estimation variable selection semiparametric additive partial linear models,113.0,Google Scholar,lily wang,semiparametric additive partial linear model contain linear nonlinear additive component flexible compare linear model efficient compare general nonparametric regression model reduce problem know paper propose new estimation approach model use polynomial spline approximate additive nonparametric component derive asymptotic normality result estimator parameter also develop variable selection procedure identify significant linear component use smoothly clip absolute deviation penalty scad show scadbase estimator nonzero linear component oracle property simulation perform examine performance approach compare several variable,stochastic modeling,0.2070196678027062
9640,9640,lily wang,singleindex models useful fundamental tools handling problems nonparametric regression along variable selection also plays important role model building process index vectors highdimensional several procedures developed estimation variable selection singleindex models number index parameters fixed many highdimensional model selection problems number parameters increasing along sample size work consider weakly dependent data propose class variable selection procedures singleindex prediction models robust model misspecifications apply polynomial spline basis function expansion smoothly clipped absolute deviation penalty perform estimation variable selection framework diverging number,spline estimation variable selection singleindex prediction models diverging number index parameters,7/1/2015,spline estimation variable selection singleindex prediction models diverging number index parameters,17.0,Google Scholar,lily wang,singleindex model useful fundamental tool handle problem nonparametric regression along variable selection also play important role model building process index vector highdimensional several procedure develop estimation variable selection singleindex model number index parameter fix many highdimensional model selection problem number parameter increase along sample size work consider weakly dependent datum propose class variable selection procedure singleindex prediction model robust model misspecification apply polynomial spline basis function expansion smoothly clip absolute deviation penalty perform estimation variable selection framework diverge number,stochastic modeling,0.305381611409839
9640,9640,lily wang,singleindex models useful fundamental tools handling problems nonparametric regression along variable selection also plays important role model building process index vectors highdimensional several procedures developed estimation variable selection singleindex models number index parameters fixed many highdimensional model selection problems number parameters increasing along sample size work consider weakly dependent data propose class variable selection procedures singleindex prediction models robust model misspecifications apply polynomial spline basis function expansion smoothly clipped absolute deviation penalty perform estimation variable selection framework diverging number,spline estimation variable selection singleindex prediction models diverging number index parameters,7/1/2015,spline estimation variable selection singleindex prediction models diverging number index parameters,17.0,Google Scholar,lily wang,singleindex model useful fundamental tool handle problem nonparametric regression along variable selection also play important role model building process index vector highdimensional several procedure develop estimation variable selection singleindex model number index parameter fix many highdimensional model selection problem number parameter increase along sample size work consider weakly dependent datum propose class variable selection procedure singleindex prediction model robust model misspecification apply polynomial spline basis function expansion smoothly clip absolute deviation penalty perform estimation variable selection framework diverge number,statistical modeling,0.263260009836068
9657,9657,lily wang,recent years demand reliable small area statistics considerably increased size samples obtained small areas often small produce accurate predictors quantities interest overcome difficulty common approach use auxiliary data areas sources produce estimators combine direct data popular model combining direct indirect data sources fayherriot model assumes auxiliary variables observed accurately however variables often subject measurement errors taking account lead estimators even worse based exclusively direct data consider structural measurement error models semiparametric approach based fayherriot model produce reliable prediction intervals small area characteristics interest,semiparametric prediction intervals small areas auxiliary data measured error,1/1/2018,semiparametric prediction intervals small areas auxiliary data measured error,5.0,Google Scholar,lily wang,recent year demand reliable small area statistic considerably increase size sample obtain small area often small produce accurate predictor quantitie interest overcome difficulty common approach use auxiliary datum area source produce estimator combine direct datum popular model combine direct indirect datum source fayherriot model assume auxiliary variable observe accurately however variable often subject measurement error take account lead estimator even worse base exclusively direct datum consider structural measurement error model semiparametric approach base fayherriot model produce reliable prediction interval small area characteristic interest,stochastic modeling,0.2721655269759087
9657,9657,lily wang,recent years demand reliable small area statistics considerably increased size samples obtained small areas often small produce accurate predictors quantities interest overcome difficulty common approach use auxiliary data areas sources produce estimators combine direct data popular model combining direct indirect data sources fayherriot model assumes auxiliary variables observed accurately however variables often subject measurement errors taking account lead estimators even worse based exclusively direct data consider structural measurement error models semiparametric approach based fayherriot model produce reliable prediction intervals small area characteristics interest,semiparametric prediction intervals small areas auxiliary data measured error,1/1/2018,semiparametric prediction intervals small areas auxiliary data measured error,5.0,Google Scholar,lily wang,recent year demand reliable small area statistic considerably increase size sample obtain small area often small produce accurate predictor quantitie interest overcome difficulty common approach use auxiliary datum area source produce estimator combine direct datum popular model combine direct indirect datum source fayherriot model assume auxiliary variable observe accurately however variable often subject measurement error take account lead estimator even worse base exclusively direct datum consider structural measurement error model semiparametric approach base fayherriot model produce reliable prediction interval small area characteristic interest,statistical modeling,0.2616976220922199
9744,9744,lucas henneman,paper use bayesian belief networks bbns construct knowledge model pipe breaks water zone knowledge first attempt model drinking water distribution system pipe breaks using bbns development expert systems bbns analyzing drinking water distribution system data important pipe break prediction also first step preventing water loss water quality deterioration application machine learning techniques facilitate databased distribution system monitoring asset management due difficulties collecting preparing managing drinking water distribution system data pipe break models classified develop bbn hope contributing class models demonstrating possibility,bayesian belief networks predicting drinking water distribution system pipe breaks,10/1/2014,bayesian belief networks predicting drinking water distribution system pipe breaks,101.0,Google Scholar,lucas henneman,paper use bayesian belief network bbns construct knowledge model pipe break water zone knowledge first attempt model drinking water distribution system pipe break use bbns development expert system bbns analyze drink water distribution system datum important pipe break prediction also first step prevent water loss water quality deterioration application machine learning technique facilitate database distribution system monitor asset management due difficulty collect prepare manage drinking water distribution system data pipe break model classify develop bbn hope contribute class model demonstrate possibility,environmental water resources engineering,0.2073390467210163
9752,9752,lucas henneman,anticipation expanding appreciation air quality models health outcomes studies develop evaluate reducedcomplexity model pollution transport intentionally sacrifices sophistication fullscale chemical transport models order support applicability wider range health studies specifically introduce hysplit average dispersion model hyads combines hysplit trajectory dispersion model modern advances parallel computing estimate zip code level exposure emissions individual coalpowered electricity generating units united states importantly method designed reproduce ambient concentrations particular air pollutant rather primary goal characterize zip codes exposure coal power plants specifically show adequate performance towards goal observed,characterizing population exposure coal emissions sources united states using hyads model,4/15/2019,characterizing population exposure coal emissions sources united states using hyads model,25.0,Google Scholar,lucas henneman,anticipation expand appreciation air quality model health outcomes study develop evaluate reducedcomplexity model pollution transport intentionally sacrifice sophistication fullscale chemical transport model order support applicability wide range health study specifically introduce hysplit average dispersion model hyad combine hysplit trajectory dispersion model modern advance parallel computing estimate zip code level exposure emission individual coalpowere electricity generating unit united states importantly method design reproduce ambient concentration particular air pollutant rather primary goal characterize zip code exposure coal power plant specifically show adequate performance towards goal observe,statistical modeling,0.2424643224844359
9752,9752,lucas henneman,anticipation expanding appreciation air quality models health outcomes studies develop evaluate reducedcomplexity model pollution transport intentionally sacrifices sophistication fullscale chemical transport models order support applicability wider range health studies specifically introduce hysplit average dispersion model hyads combines hysplit trajectory dispersion model modern advances parallel computing estimate zip code level exposure emissions individual coalpowered electricity generating units united states importantly method designed reproduce ambient concentrations particular air pollutant rather primary goal characterize zip codes exposure coal power plants specifically show adequate performance towards goal observed,characterizing population exposure coal emissions sources united states using hyads model,4/15/2019,characterizing population exposure coal emissions sources united states using hyads model,25.0,Google Scholar,lucas henneman,anticipation expand appreciation air quality model health outcomes study develop evaluate reducedcomplexity model pollution transport intentionally sacrifice sophistication fullscale chemical transport model order support applicability wide range health study specifically introduce hysplit average dispersion model hyad combine hysplit trajectory dispersion model modern advance parallel computing estimate zip code level exposure emission individual coalpowere electricity generating unit united states importantly method design reproduce ambient concentration particular air pollutant rather primary goal characterize zip code exposure coal power plant specifically show adequate performance towards goal observe,stochastic modeling,0.2424643224844359
9754,9754,lucas henneman,understanding quantitative relationships ambient ozone concentrations precursor emissions important policymakers stakeholders relationships often captured ozone isopleth diagrams developed using air quality models modelbased approaches limitations including errors stemming uncertainties inputs modeled processes computationally burdensome develop apply empirical method based ozone design values calculated south coast air basin california construct ozone isopleths study domain area highest ozone levels united states experienced high levels emissions control quadratic logquadratic models constructed capture actual observations well recreate general characteristics traditional air quality model,empirical development ozone isopleths applications los angeles,4/11/2019,empirical development ozone isopleths applications los angeles,24.0,Google Scholar,lucas henneman,understand quantitative relationship ambient ozone concentration precursor emission important policymaker stakeholder relationship often capture ozone isopleth diagram develop use air quality model modelbase approach limitation include error stem uncertainty input model process computationally burdensome develop apply empirical method base ozone design value calculate south coast air basin california construct ozone isopleth study domain area high ozone level united states experience high level emission control quadratic logquadratic model construct capture actual observation well recreate general characteristic traditional air quality model,statistical modeling,0.2108185106778919
9754,9754,lucas henneman,understanding quantitative relationships ambient ozone concentrations precursor emissions important policymakers stakeholders relationships often captured ozone isopleth diagrams developed using air quality models modelbased approaches limitations including errors stemming uncertainties inputs modeled processes computationally burdensome develop apply empirical method based ozone design values calculated south coast air basin california construct ozone isopleths study domain area highest ozone levels united states experienced high levels emissions control quadratic logquadratic models constructed capture actual observations well recreate general characteristics traditional air quality model,empirical development ozone isopleths applications los angeles,4/11/2019,empirical development ozone isopleths applications los angeles,24.0,Google Scholar,lucas henneman,understand quantitative relationship ambient ozone concentration precursor emission important policymaker stakeholder relationship often capture ozone isopleth diagram develop use air quality model modelbase approach limitation include error stem uncertainty input model process computationally burdensome develop apply empirical method base ozone design value calculate south coast air basin california construct ozone isopleth study domain area high ozone level united states experience high level emission control quadratic logquadratic model construct capture actual observation well recreate general characteristic traditional air quality model,stochastic modeling,0.2108185106778919
9790,9790,lucas henneman,methods,datadriven approach sourcereceptor mapping power plant emissions exposed populations,"methodspreprocess pm2. 5 data• spatial decomposition 1 of daily pm2. 5 specify source-receptor mappings• for each power plant/monitor pair, fit a model for daily pm2. 5 as a function of daily so2 emissions log (pmt)= α0+",datadriven approach sourcereceptor mapping power plant emissions exposed populations,,Google Scholar,lucas henneman,method,optimization techniques,0.2672612419124244
9790,9790,lucas henneman,methods,datadriven approach sourcereceptor mapping power plant emissions exposed populations,"methodspreprocess pm2. 5 data• spatial decomposition 1 of daily pm2. 5 specify source-receptor mappings• for each power plant/monitor pair, fit a model for daily pm2. 5 as a function of daily so2 emissions log (pmt)= α0+",datadriven approach sourcereceptor mapping power plant emissions exposed populations,,Google Scholar,lucas henneman,method,visual computing,0.2085144140570747
9808,9808,mahdi hashemi,mining gps traces proposed alternative surveying satellite image processing constructing road pedestrian networks trading constructed networks perfectness substantially reduced cost time construct road pedestrian network proposed algorithm requires gps traces collected low cost using crowdsourced repositories open street map network construction algorithms literature mostly provide enough details different steps constructing network besides evaluations mostly visual qualitative limited one dataset paper describes steps involved constructing network also quantitatively evaluates algorithm via three metrics precision completeness topology correctness using numerous datasets different sources discusses time complexity,automatic inference road pedestrian networks spatialtemporal trajectories,5/24/2019,automatic inference road pedestrian networks spatialtemporal trajectories,14.0,Google Scholar,mahdi hashemi,mining gps trace propose alternative survey satellite image processing construct road pedestrian network trading construct network perfectness substantially reduce cost time construct road pedestrian network propose algorithm require gps trace collect low cost use crowdsource repository open street map network construction algorithms literature mostly provide enough detail different step construct network besides evaluation mostly visual qualitative limit one dataset paper describe step involve construct network also quantitatively evaluate algorithm via three metric precision completeness topology correctness use numerous dataset different source discuss time complexity,construction engineering management,0.2008003895916962
9823,9823,mahdi hashemi,ride hailing services uber lyft grab become major transportation mode last decade current ride demand one major factors pricing algorithm therefore forecasting future travel demand services essential drivers riders study constructs deep learning based model ride hailing demand forecast aiming achieve high accuracies solving similar problems study attempts address limitation existing ride hailing demand prediction models area divided rectangular grid travel demand forecasts made rectangular cells rather city neighborhood zones proposed model forecasts travel demand city neighborhood zones forecast model integrates convolutional recurrent neural networks forecasts demand pickupdestination pair particular hour next day observing demand past two weeks particular hour experiments realworld hire vehicle dataset new york city showed proposed model outperforms cnn lstm models rmse values,ride hailing service demand forecast integrating convolutional recurrent neural networks,2021,ride hailing service demand forecast integrating convolutional recurrent neural networks,2.0,Google Scholar,mahdi hashemi,ride hail service uber lyft grab become major transportation mode last decade current ride demand one major factor price algorithm therefore forecast future travel demand service essential driver rider study construct deep learning base model ride hail demand forecast aim achieve high accuracy solve similar problem study attempt address limitation exist ride hail demand prediction model area divide rectangular grid travel demand forecast make rectangular cell rather city neighborhood zone propose model forecast travel demand city neighborhood zone forecast model integrate convolutional recurrent neural network forecast demand pickupdestination pair particular hour next day observe demand past two week particular hour experiment realworld hire vehicle dataset new york city show propose model outperform cnn lstm model rmse value,statistical modeling,0.2029504267264512
9823,9823,mahdi hashemi,ride hailing services uber lyft grab become major transportation mode last decade current ride demand one major factors pricing algorithm therefore forecasting future travel demand services essential drivers riders study constructs deep learning based model ride hailing demand forecast aiming achieve high accuracies solving similar problems study attempts address limitation existing ride hailing demand prediction models area divided rectangular grid travel demand forecasts made rectangular cells rather city neighborhood zones proposed model forecasts travel demand city neighborhood zones forecast model integrates convolutional recurrent neural networks forecasts demand pickupdestination pair particular hour next day observing demand past two weeks particular hour experiments realworld hire vehicle dataset new york city showed proposed model outperforms cnn lstm models rmse values,ride hailing service demand forecast integrating convolutional recurrent neural networks,2021,ride hailing service demand forecast integrating convolutional recurrent neural networks,2.0,Google Scholar,mahdi hashemi,ride hail service uber lyft grab become major transportation mode last decade current ride demand one major factor price algorithm therefore forecast future travel demand service essential driver rider study construct deep learning base model ride hail demand forecast aim achieve high accuracy solve similar problem study attempt address limitation exist ride hail demand prediction model area divide rectangular grid travel demand forecast make rectangular cell rather city neighborhood zone propose model forecast travel demand city neighborhood zone forecast model integrate convolutional recurrent neural network forecast demand pickupdestination pair particular hour next day observe demand past two week particular hour experiment realworld hire vehicle dataset new york city show propose model outperform cnn lstm model rmse value,stochastic modeling,0.2029504267264512
9842,9842,marcos zampieri,paper investigate application text classification methods support law professionals present several experiments applying machine learning techniques predict high accuracy ruling french supreme court law area case belongs also investigate influence time period ruling made form case description extent need mask information full case ruling automatically obtain training test data resembles case descriptions developed mean probability ensemble system combining output multiple svm classifiers report results average score predicting case ruling score predicting law area case score estimating date ruling,exploring use text classification legal domain,2017,exploring use text classification legal domain,140.0,Google Scholar,marcos zampieri,paper investigate application text classification method support law professional present several experiment apply machine learning technique predict high accuracy rule french supreme court law area case belongs also investigate influence time period ruling make form case description extent need mask information full case ruling automatically obtain training test datum resemble case description develop mean probability ensemble system combine output multiple svm classifier report result average score predict case rule score predict law area case score estimate date ruling,applied probability statistics,0.2085680788151521
9904,9904,marcos zampieri,study presents new language identification model pluricentric languages uses ngram language models character word level model evaluated two steps first step consists identification two varieties spanish argentina spain two varieties french quebec france evaluated independently binary classification schemes second step integrates language models sixclass classification two portuguese varieties,classifying pluricentric languages extending monolingual model,2012,classifying pluricentric languages extending monolingual model,12.0,Google Scholar,marcos zampieri,study present new language identification model pluricentric language use ngram language model character word level model evaluate two step first step consist identification two variety spanish argentina spain two variety french quebec france evaluate independently binary classification scheme second step integrate language model sixclass classification two portuguese variety,statistical modeling,0.2155872222545182
9904,9904,marcos zampieri,study presents new language identification model pluricentric languages uses ngram language models character word level model evaluated two steps first step consists identification two varieties spanish argentina spain two varieties french quebec france evaluated independently binary classification schemes second step integrates language models sixclass classification two portuguese varieties,classifying pluricentric languages extending monolingual model,2012,classifying pluricentric languages extending monolingual model,12.0,Google Scholar,marcos zampieri,study present new language identification model pluricentric language use ngram language model character word level model evaluate two step first step consist identification two variety spanish argentina spain two variety french quebec france evaluate independently binary classification scheme second step integrate language model sixclass classification two portuguese variety,stochastic modeling,0.2155872222545182
9918,9918,marcos zampieri,contribution describe use text classification methods investigate genre method variation translation corpus purpose use linguistically motivated features representing texts using combination partofspeech tags arranged bigrams trigrams classification method used study bayesian classifier laplace smoothing use output classifiers carry extensive feature analysis main difference genres methods translation,linguistic features genre method variation translation computational perspective,4/9/2018,linguistic features genre method variation translation computational perspective,8.0,Google Scholar,marcos zampieri,contribution describe use text classification method investigate genre method variation translation corpus purpose use linguistically motivate feature represent text use combination partofspeech tag arrange bigram trigrams classification method use study bayesian classifier laplace smoothing use output classifier carry extensive feature analysis main difference genre method translation,visual computing,0.219793491131929
9953,9953,marcos zampieri,identifying complex words texts important first step text simplification ts systems paper investigate performance binary comparative lexical complexity prediction lcp models applied popular benchmark complex dataset used task data complex create new dataset contain sentences referred complexbc using complexbc train multiple models differentiate two target words less complex sentence linear svm model achieved best performance experiments,evaluation binary comparative lexical complexity models,2022/7,evaluation binary comparative lexical complexity models,1.0,Google Scholar,marcos zampieri,identify complex word text important first step text simplification ts system paper investigate performance binary comparative lexical complexity prediction lcp model apply popular benchmark complex dataset use task datum complex create new dataset contain sentence refer complexbc use complexbc train multiple model differentiate two target word less complex sentence linear svm model achieve good performance experiment,statistical modeling,0.2030905986149808
9953,9953,marcos zampieri,identifying complex words texts important first step text simplification ts systems paper investigate performance binary comparative lexical complexity prediction lcp models applied popular benchmark complex dataset used task data complex create new dataset contain sentences referred complexbc using complexbc train multiple models differentiate two target words less complex sentence linear svm model achieved best performance experiments,evaluation binary comparative lexical complexity models,2022/7,evaluation binary comparative lexical complexity models,1.0,Google Scholar,marcos zampieri,identify complex word text important first step text simplification ts system paper investigate performance binary comparative lexical complexity prediction lcp model apply popular benchmark complex dataset use task datum complex create new dataset contain sentence refer complexbc use complexbc train multiple model differentiate two target word less complex sentence linear svm model achieve good performance experiment,stochastic modeling,0.2030905986149808
10039,10039,massimiliano albanese,online social networks osns become extremely popular recent years widespread adoption led presence huge volumes personal information internet everincreasing number social users one hand massive amount information shared daily hand encouraged attackers develop use different techniques collect analyze information number malicious purposes including spearphishing attacks identity theft clearly trend represents significant challenge users administrators fact widespread adoption osns raised wide range security privacy concerns fully addressed yet many cases users even aware disclosure personal information profiles leakage,security privacy issues social networks,2015,security privacy issues social networks,14.0,Google Scholar,massimiliano albanese,online social network osns become extremely popular recent year widespread adoption lead presence huge volume personal information internet everincrease number social user one hand massive amount information share daily hand encourage attacker develop use different technique collect analyze information number malicious purpose include spearphishe attack identity theft clearly trend represent significant challenge user administrator fact widespread adoption osns raise wide range security privacy concern fully address yet many case user even aware disclosure personal information profile leakage,artificial intelligence,0.2102132309025366
10069,10069,massimiliano albanese,recent years significant interest area automatically recognizing activities occurring field view detecting abnormalities practical applications system could include airport tarmac monitoring monitoring activities secure installations name difficulty problem compounded several factors detection primitive actions spite changes illumination occlusions noise complexmultiagent interactionmapping higherlevel activities lowerlevel primitive actions variations semantic activity performed chapter develop theory semantic activity analysis addresses issues integrated manner specifically discuss ontological representations knowledge domain integration domain knowledge statistical models achieving semantic,semantic video content analysis,2010,semantic video content analysis,3.0,Google Scholar,massimiliano albanese,recent year significant interest area automatically recognize activity occur field view detect abnormality practical application system could include airport tarmac monitor monitoring activity secure installation name difficulty problem compound several factor detection primitive action spite change illumination occlusion noise complexmultiagent interactionmappe higherlevel activity lowerlevel primitive action variation semantic activity perform chapter develop theory semantic activity analysis address issue integrate manner specifically discuss ontological representation knowledge domain integration domain knowledge statistical model achieve semantic,education,0.2244007534407807
