,Category,top10,top10_scores
260,probabilistic modeling,tianshu feng,0.242054
260,probabilistic modeling,edward huang,0.219987419
260,probabilistic modeling,lily wang,0.217306201
260,probabilistic modeling,kim blackwell,0.211351734
260,probabilistic modeling,ran ji,0.211279284
261,air transportation,lucas henneman,0.216955157
261,air transportation,lance sherry,0.141849307
261,air transportation,ebrima ceesay,0.115234271
261,air transportation,mohan venigalla,0.111214967
261,air transportation,karla hoffman,0.104075835
261,air transportation,rajesh ganesan,0.100162225
261,air transportation,john shortle,0.084156315
261,air transportation,sharon adamus,0.081692217
261,air transportation,elise miller hooks,0.078849736
261,air transportation,duminda wijesekera,0.077547899
262,optimization,ningshi yao,0.068485119
262,optimization,kenneth strazzeri,0.06415003
262,optimization,jie xu,0.063824243
262,optimization,alexander brodsky,0.061321192
262,optimization,edward huang,0.050095178
262,optimization,cameron nowzari,0.049450646
262,optimization,andrzej manitius,0.049326362
262,optimization,sherif hashem,0.04918804
262,optimization,hadi el amine,0.047781848
262,optimization,sanmay das,0.047530443
263,stochastic processes,rajesh ganesan,0.146581764
263,stochastic processes,jim chen,0.136823998
263,stochastic processes,burak tanyu,0.124404318
263,stochastic processes,yotam gingold,0.123015298
263,stochastic processes,daniel barbara,0.121491672
263,stochastic processes,jessica lin,0.117513228
263,stochastic processes,john shortle,0.113782192
263,stochastic processes,carlotta domeniconi,0.113730959
263,stochastic processes,monson hayes,0.111173429
263,stochastic processes,cameron nowzari,0.110897486
264,decision support systems,janis terpenny,0.175665434
264,decision support systems,duminda wijesekera,0.167474503
264,decision support systems,leonard adelman,0.166175789
264,decision support systems,jim chen,0.164488619
264,decision support systems,ray hong,0.163886168
264,decision support systems,george hazelrigg,0.162872396
264,decision support systems,michael hieb,0.15958148
264,decision support systems,kevin andrea,0.156827934
264,decision support systems,aditya johri,0.155789739
264,decision support systems,daniel barbara,0.154359686
265,ubiquitous computing,shahnaz kamberi,0.214156787
265,ubiquitous computing,ariela sofer,0.192523877
265,ubiquitous computing,george hazelrigg,0.190237432
265,ubiquitous computing,andrzej manitius,0.186436126
265,ubiquitous computing,shvetha soundararajan,0.185423795
265,ubiquitous computing,aditya johri,0.175502447
265,ubiquitous computing,craig lorie,0.171030093
265,ubiquitous computing,laura kosoglu,0.161311306
265,ubiquitous computing,hamza mughal,0.161015297
265,ubiquitous computing,jim chen,0.156580208
266,wearable computing,janis terpenny,0.19776023
266,wearable computing,george hazelrigg,0.182119532
266,wearable computing,shahnaz kamberi,0.177789024
266,wearable computing,ali beheshti,0.170578915
266,wearable computing,aditya johri,0.157607458
266,wearable computing,craig lorie,0.155415549
266,wearable computing,ariela sofer,0.153841372
266,wearable computing,andrzej manitius,0.14652113
266,wearable computing,shvetha soundararajan,0.145725534
266,wearable computing,edward huang,0.144671386
267,creative tools,brittany johnson matthews,0.29950517
267,creative tools,duminda wijesekera,0.203885891
267,creative tools,parth pathak,0.202984549
267,creative tools,thomas latoza,0.189570469
267,creative tools,siddhartha sikdar,0.187134038
267,creative tools,yotam gingold,0.184650175
267,creative tools,alexander levis,0.184632686
267,creative tools,burak tanyu,0.182100494
267,creative tools,aditya johri,0.180798672
267,creative tools,ray hong,0.179263036
268,google,daniel barbara,0.274248177
268,google,parth pathak,0.247232835
268,google,vivian genaro motti,0.230263457
268,google,duminda wijesekera,0.218298267
268,google,ray hong,0.216872746
268,google,bernd peter paris,0.211517891
268,google,monson hayes,0.207497636
268,google,mahdi hashemi,0.201847333
268,google,myeong lee,0.200334515
268,google,siddhartha sikdar,0.194828177
270,geometric modeling,ben seiyon lee,0.30906958
270,geometric modeling,abolfazl safikhani,0.301209224
270,geometric modeling,alexander levis,0.274021462
270,geometric modeling,qi wei,0.242480658
270,geometric modeling,edward huang,0.241711241
270,geometric modeling,vadim sokolov,0.239002896
270,geometric modeling,tianshu feng,0.226125622
270,geometric modeling,kim blackwell,0.207863294
270,geometric modeling,lily wang,0.205412258
270,geometric modeling,daniel menasce,0.201520775
271,honors awards,shani ross,0.082369364
271,honors awards,paul ammann,0.065110103
271,honors awards,sanmay das,0.062053953
271,honors awards,carlotta domeniconi,0.060874434
271,honors awards,william rosenberger,0.059230987
271,honors awards,john shortle,0.058724861
271,honors awards,lisa luo,0.058530103
271,honors awards,yariv ephraim,0.058439457
271,honors awards,hadi el amine,0.056966874
271,honors awards,daniel barbara,0.056309368
273,color,yotam gingold,0.200817467
273,color,jinwei ye,0.188646525
273,color,monson hayes,0.131228385
273,color,burak tanyu,0.112204743
273,color,jim chen,0.112162781
273,color,parag chitnis,0.107556941
273,color,thanhvu nguyen,0.095344079
273,color,alexander levis,0.093240692
273,color,parth pathak,0.09146443
273,color,daniel barbara,0.089994304
274,networked systems,janis terpenny,0.169248029
274,networked systems,jim chen,0.156660768
274,networked systems,giuseppe ateniese,0.143263649
274,networked systems,ray hong,0.138809487
274,networked systems,amarda shehu,0.13317797
274,networked systems,thomas latoza,0.129539086
274,networked systems,george hazelrigg,0.124592956
274,networked systems,hadi el amine,0.123264204
274,networked systems,jan allbeck,0.118395859
274,networked systems,katherine russell,0.117966974
275,wireless networking,bernd peter paris,0.240655045
275,wireless networking,yue wang,0.191098942
275,wireless networking,lei yang,0.188337419
275,wireless networking,kai zeng,0.176404621
275,wireless networking,vijay shah,0.173989958
275,wireless networking,duminda wijesekera,0.167595083
275,wireless networking,bijan jabbari,0.151784931
275,wireless networking,xiaonan guo,0.150167153
275,wireless networking,bo han,0.146159431
275,wireless networking,peter pachowicz,0.145313932
276,viscoelastic fluids,kenneth ball,0.188368766
276,viscoelastic fluids,robert handler,0.187745393
276,viscoelastic fluids,colin reagle,0.129255582
276,viscoelastic fluids,larry kerschberg,0.125313156
276,viscoelastic fluids,ali beheshti,0.124656883
276,viscoelastic fluids,juan cebral,0.119199464
276,viscoelastic fluids,gene shuman,0.113295574
276,viscoelastic fluids,rao v mulpuri,0.11174809
276,viscoelastic fluids,martin slawski,0.109673548
276,viscoelastic fluids,qiliang li,0.086783992
277,turbulence,kenneth ball,0.166955339
277,turbulence,robert handler,0.142759314
277,turbulence,hemant purohit,0.140516604
277,turbulence,juan cebral,0.102844056
277,turbulence,liza wilson durant,0.089283427
277,turbulence,brian hrolenok,0.072739297
277,turbulence,colin reagle,0.07110637
277,turbulence,martin slawski,0.061822169
277,turbulence,larry kerschberg,0.057124725
277,turbulence,shuochao yao,0.054714564
278,fluid mechanics,kenneth ball,0.184054977
278,fluid mechanics,robert handler,0.167369924
278,fluid mechanics,juan cebral,0.137099724
278,fluid mechanics,nan,0.114707867
278,fluid mechanics,jim chen,0.106768094
278,fluid mechanics,martin slawski,0.096406587
278,fluid mechanics,jinwei ye,0.088626073
278,fluid mechanics,colin reagle,0.087965604
278,fluid mechanics,kevin lybarger,0.082171676
278,fluid mechanics,abolfazl safikhani,0.081415177
279,air sea gas transport,lucas henneman,0.207742235
279,air sea gas transport,jim chen,0.159859821
279,air sea gas transport,robert handler,0.146425995
279,air sea gas transport,qiliang li,0.139944562
279,air sea gas transport,lance sherry,0.134314914
279,air sea gas transport,jeffrey moran,0.125919309
279,air sea gas transport,rajesh ganesan,0.124573444
279,air sea gas transport,duminda wijesekera,0.123424193
279,air sea gas transport,karla hoffman,0.121477796
279,air sea gas transport,mohan venigalla,0.119020597
280,cyber policy,hemant purohit,0.149067996
280,cyber policy,jan allbeck,0.1396849
280,cyber policy,khondkar islam,0.093988652
280,cyber policy,craig lorie,0.092366807
280,cyber policy,niloofar ramezani,0.082802784
280,cyber policy,myeong lee,0.080175618
280,cyber policy,kenneth strazzeri,0.07856742
280,cyber policy,aditya johri,0.078506431
280,cyber policy,syed abbas zaidi,0.075213291
280,cyber policy,alexander levis,0.071166665
281,information technology,gheorghe tecuci,0.270476133
281,information technology,mihai boicu,0.244223821
281,information technology,aditya johri,0.228403675
281,information technology,riki morikawa,0.184570118
281,information technology,peter pachowicz,0.177559862
281,information technology,brittany johnson matthews,0.174105247
281,information technology,janis terpenny,0.165951748
281,information technology,binqian yin,0.163499643
281,information technology,thomas latoza,0.161238748
281,information technology,edward huang,0.156094678
282,urban computing,bo liu,0.18924453
282,urban computing,shahnaz kamberi,0.165868679
282,urban computing,andrzej manitius,0.156632237
282,urban computing,jonathan l auerbach,0.151942873
282,urban computing,shvetha soundararajan,0.148700751
282,urban computing,ariela sofer,0.143756673
282,urban computing,george hazelrigg,0.139932955
282,urban computing,mahdi hashemi,0.136183169
282,urban computing,aditya johri,0.133534473
282,urban computing,craig lorie,0.130626391
283,intelligent transportation,sharon adamus,0.130448483
283,intelligent transportation,ebrima ceesay,0.126630124
283,intelligent transportation,lance sherry,0.10611095
283,intelligent transportation,elise miller hooks,0.100276939
283,intelligent transportation,thanhvu nguyen,0.097332688
283,intelligent transportation,rajesh ganesan,0.087560003
283,intelligent transportation,john shortle,0.084681762
283,intelligent transportation,karla hoffman,0.08455786
283,intelligent transportation,john mclaughlin,0.084187154
283,intelligent transportation,jim chen,0.083566667
284,spatial temporal data,jessica lin,0.184639506
284,spatial temporal data,syed abbas zaidi,0.161259071
284,spatial temporal data,hadi el amine,0.143237319
284,spatial temporal data,myeong lee,0.143236072
284,spatial temporal data,leonard adelman,0.13672038
284,spatial temporal data,elise miller hooks,0.12230499
284,spatial temporal data,mohan venigalla,0.120823127
284,spatial temporal data,rajesh ganesan,0.1185317
284,spatial temporal data,holger dannenberg,0.113440159
284,spatial temporal data,jan allbeck,0.111769508
285,online social media,joy hughes,0.1894594
285,online social media,john otten,0.174162478
285,online social media,myeong lee,0.157564182
285,online social media,katherine russell,0.143138009
285,online social media,vijay shah,0.135166915
285,online social media,sadegh torabi,0.134174116
285,online social media,xiaonan guo,0.133678752
285,online social media,brian mark,0.132775915
285,online social media,sanjeev setia,0.131503681
285,online social media,jim chen,0.131077564
286,high dimensional search,jim chen,0.212809599
286,high dimensional search,daniel barbara,0.179689319
286,high dimensional search,parag chitnis,0.172527299
286,high dimensional search,lucas henneman,0.167180355
286,high dimensional search,siddhartha sikdar,0.165094045
286,high dimensional search,parth pathak,0.164899567
286,high dimensional search,qiliang li,0.16465344
286,high dimensional search,vasiliki ikonomidou,0.164326319
286,high dimensional search,rajesh ganesan,0.163623424
286,high dimensional search,mohan venigalla,0.163111067
287,computer science computational biology,gheorghe tecuci,0.18523015
287,computer science computational biology,mihai boicu,0.162244358
287,computer science computational biology,binqian yin,0.141657649
287,computer science computational biology,hadi el amine,0.130565499
287,computer science computational biology,shahnaz kamberi,0.128394013
287,computer science computational biology,jiayang sun,0.125921694
287,computer science computational biology,edward huang,0.114072293
287,computer science computational biology,sanmay das,0.113180327
287,computer science computational biology,alexander brodsky,0.110316137
287,computer science computational biology,grigory yaroslavtsev,0.109896746
288,reversible computing,jim chen,0.160210004
288,reversible computing,shahnaz kamberi,0.157990075
288,reversible computing,ariela sofer,0.156489563
288,reversible computing,aditya johri,0.147020078
288,reversible computing,george hazelrigg,0.13969516
288,reversible computing,monson hayes,0.126970174
288,reversible computing,jonathan l auerbach,0.126427076
288,reversible computing,burak tanyu,0.12563405
288,reversible computing,thanhvu nguyen,0.123051309
288,reversible computing,edward huang,0.122744653
289,signal,yariv ephraim,0.133673294
289,signal,jan allbeck,0.111803681
289,signal,kim blackwell,0.110245911
289,signal,jeffrey moran,0.099806817
289,signal,monson hayes,0.092623476
289,signal,vasiliki ikonomidou,0.086294046
289,signal,parth pathak,0.082140139
289,signal,yue wang,0.081918742
289,signal,dimitrios ioannou,0.078185752
289,signal,linghan zhang,0.077828432
290,video processing,yotam gingold,0.134016626
290,video processing,vasiliki ikonomidou,0.121369696
290,video processing,monson hayes,0.121332309
290,video processing,thanhvu nguyen,0.11859161
290,video processing,rajesh ganesan,0.114521681
290,video processing,daniel barbara,0.112549879
290,video processing,jim chen,0.111737182
290,video processing,jinwei ye,0.111067105
290,video processing,jiayang sun,0.108394443
290,video processing,shahnaz kamberi,0.106296301
291,image,antonios anastasopoulos,0.130707316
291,image,michael hieb,0.117275076
291,image,marcos zampieri,0.11176778
291,image,harry foxwell,0.098036378
291,image,alexander levis,0.095924976
291,image,yotam gingold,0.094957402
291,image,parth pathak,0.09158352
291,image,jan allbeck,0.090789339
291,image,janis terpenny,0.090439747
291,image,daniel barbara,0.088607774
292,decision theory,jan allbeck,0.13794091
292,decision theory,ali k raz,0.135889067
292,decision theory,gheorghe tecuci,0.134745681
292,decision theory,mihai boicu,0.118247756
292,decision theory,alexander levis,0.11021767
292,decision theory,syed abbas zaidi,0.109428816
292,decision theory,duminda wijesekera,0.107739207
292,decision theory,̦zlem uzuner,0.107065028
292,decision theory,george hazelrigg,0.104927578
292,decision theory,daniel barbara,0.104690747
293,air pollution modeling policy analysis,lucas henneman,0.25018205
293,air pollution modeling policy analysis,alexander levis,0.236305678
293,air pollution modeling policy analysis,jim chen,0.222213222
293,air pollution modeling policy analysis,qi wei,0.213018069
293,air pollution modeling policy analysis,mohan venigalla,0.212367213
293,air pollution modeling policy analysis,john shortle,0.209357108
293,air pollution modeling policy analysis,abolfazl safikhani,0.208402787
293,air pollution modeling policy analysis,vadim sokolov,0.202933524
293,air pollution modeling policy analysis,jan allbeck,0.20231871
293,air pollution modeling policy analysis,tianshu feng,0.202253587
294,tissue engineering,gheorghe tecuci,0.185039481
294,tissue engineering,janis terpenny,0.170378431
294,tissue engineering,mihai boicu,0.168327077
294,tissue engineering,edward huang,0.125585829
294,tissue engineering,amarda shehu,0.124121264
294,tissue engineering,george hazelrigg,0.122452241
294,tissue engineering,aditya johri,0.121800213
294,tissue engineering,thomas latoza,0.117462718
294,tissue engineering,peter pachowicz,0.114587312
294,tissue engineering,remi veneziano,0.114021276
295,blood coagulation,hadi el amine,0.122946044
295,blood coagulation,anand vidyashankar,0.085767311
295,blood coagulation,rajesh ganesan,0.081755575
295,blood coagulation,jim chen,0.080585499
295,blood coagulation,giuseppe ateniese,0.077574791
295,blood coagulation,caroline hoemann,0.073061195
295,blood coagulation,myeong lee,0.072484938
295,blood coagulation,alexander brodsky,0.070564388
295,blood coagulation,juan cebral,0.068273727
295,blood coagulation,jinwei ye,0.063275144
296,articular cartilage,caroline hoemann,0.136480483
296,articular cartilage,siddhartha sikdar,0.067400006
296,articular cartilage,vasiliki ikonomidou,0.063447958
296,articular cartilage,qi wei,0.054210424
296,articular cartilage,omoche agada,0.04296795
296,articular cartilage,pelin kurtay,0.041030497
296,articular cartilage,parth pathak,0.039000564
296,articular cartilage,parag chitnis,0.037711295
296,articular cartilage,bo liu,0.036037499
296,articular cartilage,christopher a carr,0.035657479
298,bone,caroline hoemann,0.214166266
298,bone,vasiliki ikonomidou,0.081612575
298,bone,diana wang,0.076765519
298,bone,brittany johnson matthews,0.066574947
298,bone,jim chen,0.063801167
298,bone,aditya johri,0.063277398
298,bone,siddhartha sikdar,0.060635182
298,bone,george hazelrigg,0.05802313
298,bone,pramita bagchi,0.057620761
298,bone,qi wei,0.056796889
299,military operations research,rajesh ganesan,0.165887946
299,military operations research,jim chen,0.159192657
299,military operations research,daniel menasce,0.137286317
299,military operations research,daniel barbara,0.135455023
299,military operations research,cameron nowzari,0.13514569
299,military operations research,alexander brodsky,0.134853784
299,military operations research,aditya johri,0.133832185
299,military operations research,sadegh torabi,0.13277647
299,military operations research,joy hughes,0.132675689
299,military operations research,michael hieb,0.131953406
300,auction design testing,jeff offutt,0.260524814
300,auction design testing,paul ammann,0.249544719
300,auction design testing,burak tanyu,0.188174325
300,auction design testing,aditya johri,0.167680395
300,auction design testing,janis terpenny,0.165726067
300,auction design testing,thomas latoza,0.161443228
300,auction design testing,pramita bagchi,0.138609251
300,auction design testing,karla hoffman,0.134281272
300,auction design testing,george hazelrigg,0.13388605
300,auction design testing,jim chen,0.133273782
301,computational statistics,jonathan l auerbach,0.294900102
301,computational statistics,daniel barbara,0.23467199
301,computational statistics,tianshu feng,0.228910381
301,computational statistics,nicholas rios,0.217990099
301,computational statistics,carlotta domeniconi,0.214616167
301,computational statistics,mohan venigalla,0.205532329
301,computational statistics,tolga soyata,0.200607572
301,computational statistics,vadim sokolov,0.199303525
301,computational statistics,evgenios kornaropoulos,0.197469872
301,computational statistics,john shortle,0.191274811
302,distance education,gheorghe tecuci,0.224315649
302,distance education,mihai boicu,0.200483847
302,distance education,aditya johri,0.199786171
302,distance education,khondkar islam,0.180915242
302,distance education,jessica lin,0.16809128
302,distance education,rochelle jones,0.160091922
302,distance education,michael eagle,0.157648342
302,distance education,jim chen,0.149724935
302,distance education,rajesh ganesan,0.148963349
302,distance education,bo liu,0.147931584
303,resource allocation,karla hoffman,0.147635266
303,resource allocation,hamza mughal,0.13169728
303,resource allocation,shahnaz kamberi,0.129521678
303,resource allocation,edward huang,0.127603276
303,resource allocation,john otten,0.1234662
303,resource allocation,jiayang sun,0.117869838
303,resource allocation,daniel barbara,0.115765573
303,resource allocation,giuseppe ateniese,0.115008102
303,resource allocation,katherine russell,0.114156588
303,resource allocation,elise miller hooks,0.113663283
304,computing networking theory,george hazelrigg,0.180164623
304,computing networking theory,andrzej manitius,0.164083933
304,computing networking theory,aditya johri,0.16291227
304,computing networking theory,shahnaz kamberi,0.161049587
304,computing networking theory,ariela sofer,0.159660255
304,computing networking theory,jim chen,0.156057294
304,computing networking theory,ali k raz,0.151210599
304,computing networking theory,edward huang,0.148742876
304,computing networking theory,gheorghe tecuci,0.143766751
304,computing networking theory,yutao zhong,0.143429994
305,cognitive networks,ali k raz,0.268669562
305,cognitive networks,matthew amissah,0.218507112
305,cognitive networks,duminda wijesekera,0.185860704
305,cognitive networks,daniel menasce,0.176975521
305,cognitive networks,bernd peter paris,0.165784587
305,cognitive networks,alexander levis,0.159569899
305,cognitive networks,robert pettit,0.158000928
305,cognitive networks,jiayang sun,0.155806056
305,cognitive networks,john otten,0.155043418
305,cognitive networks,hakan aydin,0.154651646
306,wireless communications  networks,bernd peter paris,0.269282461
306,wireless communications  networks,myeong lee,0.267752036
306,wireless communications  networks,ali k raz,0.261721319
306,wireless communications  networks,duminda wijesekera,0.244422949
306,wireless communications  networks,daniel barbara,0.217665524
306,wireless communications  networks,xiaonan guo,0.216735628
306,wireless communications  networks,yue wang,0.212409687
306,wireless communications  networks,joy hughes,0.20554177
306,wireless communications  networks,kai zeng,0.202604433
306,wireless communications  networks,massimiliano albanese,0.189270071
307,distributionally robust optimization,f berlin,0.07290148
307,distributionally robust optimization,sam salem,0.066219811
307,distributionally robust optimization,eugene kim,0.05542211
307,distributionally robust optimization,kenneth strazzeri,0.048492864
307,distributionally robust optimization,foteini baldimtsi,0.048205013
307,distributionally robust optimization,̦zlem uzuner,0.043463934
307,distributionally robust optimization,gurdip singh,0.042082732
307,distributionally robust optimization,charles white,0.039840954
307,distributionally robust optimization,giuseppe ateniese,0.038160497
307,distributionally robust optimization,hemant purohit,0.035583339
308,chance constrained programming,thanhvu nguyen,0.245122244
308,chance constrained programming,elise miller hooks,0.17890347
308,chance constrained programming,sharon adamus,0.16667517
308,chance constrained programming,yutao zhong,0.165683374
308,chance constrained programming,shahnaz kamberi,0.155371287
308,chance constrained programming,bernard schmidt,0.143693881
308,chance constrained programming,ran ji,0.141831235
308,chance constrained programming,gurdip singh,0.14125429
308,chance constrained programming,paul ammann,0.140174535
308,chance constrained programming,hamza mughal,0.133630621
309,relief op,abolfazl safikhani,0.097592518
309,relief op,jessica lin,0.094598822
309,relief op,yotam gingold,0.0936953
309,relief op,robert handler,0.080761494
309,relief op,jim chen,0.07991697
309,relief op,ali beheshti,0.075769651
309,relief op,rajesh ganesan,0.074077766
309,relief op,elise miller hooks,0.072863705
309,relief op,jeffrey moran,0.070612144
309,relief op,jonathan l auerbach,0.068061925
311,hw sw co design,janis terpenny,0.198407364
311,hw sw co design,thomas latoza,0.145755117
311,hw sw co design,george hazelrigg,0.135498396
311,hw sw co design,aditya johri,0.132300887
311,hw sw co design,yotam gingold,0.122000156
311,hw sw co design,ray hong,0.110825119
311,hw sw co design,edward huang,0.110130548
311,hw sw co design,gino manzo,0.105481627
311,hw sw co design,alexander levis,0.098702863
311,hw sw co design,jan allbeck,0.097511243
312,neural networks,ali k raz,0.350391689
312,neural networks,matthew amissah,0.28661839
312,neural networks,duminda wijesekera,0.224460185
312,neural networks,daniel menasce,0.222154033
312,neural networks,john otten,0.203372304
312,neural networks,alexander levis,0.201214891
312,neural networks,robert pettit,0.20102526
312,neural networks,jiayang sun,0.200966455
312,neural networks,hakan aydin,0.195680926
312,neural networks,arthur art pyster,0.188768335
313,quantum machine learning,gheorghe tecuci,0.258552366
313,quantum machine learning,mihai boicu,0.221453241
313,quantum machine learning,aditya johri,0.177902968
313,quantum machine learning,ray hong,0.153775347
313,quantum machine learning,weiwen jiang,0.14000646
313,quantum machine learning,pouyan ahmadi,0.133187874
313,quantum machine learning,shuochao yao,0.129692835
313,quantum machine learning,khondkar islam,0.129564198
313,quantum machine learning,bo han,0.127595266
313,quantum machine learning,tolga soyata,0.127571074
315,computing education research,gheorghe tecuci,0.262602934
315,computing education research,aditya johri,0.232461056
315,computing education research,mihai boicu,0.231504956
315,computing education research,sharon adamus,0.201269121
315,computing education research,rochelle jones,0.198614531
315,computing education research,bo liu,0.189768029
315,computing education research,craig lorie,0.186186168
315,computing education research,tamara maddox,0.176336404
315,computing education research,elizabeth white,0.175164618
315,computing education research,janis terpenny,0.17294695
316,engineering education research,gheorghe tecuci,0.308308755
316,engineering education research,mihai boicu,0.273627228
316,engineering education research,aditya johri,0.199727075
316,engineering education research,janis terpenny,0.190081407
316,engineering education research,bo liu,0.169915064
316,engineering education research,rochelle jones,0.169728838
316,engineering education research,peter pachowicz,0.159331034
316,engineering education research,michael holland,0.157755754
316,engineering education research,elizabeth white,0.152226494
316,engineering education research,michael eagle,0.151672086
317,side channel,jim chen,0.180664937
317,side channel,jinwei ye,0.17006102
317,side channel,robert handler,0.168099279
317,side channel,yotam gingold,0.144519777
317,side channel,jeffrey moran,0.14450632
317,side channel,kirin emlet furst,0.140214575
317,side channel,kenneth ball,0.132645464
317,side channel,viviana maggioni,0.130754556
317,side channel,monson hayes,0.124712376
317,side channel,daniel barbara,0.123993617
318,adversarial machine learning,gheorghe tecuci,0.263944155
318,adversarial machine learning,mihai boicu,0.227420266
318,adversarial machine learning,aditya johri,0.18412826
318,adversarial machine learning,ray hong,0.161897999
318,adversarial machine learning,pouyan ahmadi,0.136724324
318,adversarial machine learning,khondkar islam,0.133123036
318,adversarial machine learning,tolga soyata,0.132976735
318,adversarial machine learning,shuochao yao,0.132932495
318,adversarial machine learning,michael hieb,0.131996041
318,adversarial machine learning,qiang zeng,0.131508037
319,hardware support security,duminda wijesekera,0.161440741
319,hardware support security,kevin andrea,0.15993554
319,hardware support security,leonard adelman,0.145164824
319,hardware support security,daniel barbara,0.144828065
319,hardware support security,michael hieb,0.140214027
319,hardware support security,foteini baldimtsi,0.138720293
319,hardware support security,ray hong,0.138137213
319,hardware support security,angelos stavrou,0.136549933
319,hardware support security,aditya johri,0.13487737
319,hardware support security,tokunbo fadahunsi,0.134517882
320,malware detection,robert pettit,0.236286664
320,malware detection,ali k raz,0.175443847
320,malware detection,wassim masri,0.158396079
320,malware detection,janis terpenny,0.156412516
320,malware detection,linghan zhang,0.150455943
320,malware detection,daniel menasce,0.14563341
320,malware detection,lisa luo,0.140131282
320,malware detection,duminda wijesekera,0.139574182
320,malware detection,edward huang,0.138297247
320,malware detection,george hazelrigg,0.137982521
321,covert channel,kirin emlet furst,0.132889584
321,covert channel,jim chen,0.129172485
321,covert channel,robert handler,0.120671784
321,covert channel,kenneth ball,0.113321392
321,covert channel,yariv ephraim,0.098784127
321,covert channel,vadim sokolov,0.095634416
321,covert channel,viviana maggioni,0.095379681
321,covert channel,qiliang li,0.094115504
321,covert channel,brian mark,0.093874518
321,covert channel,jeffrey moran,0.093362204
322,synthetic biology,mehdi amiri darehbidi,0.110401933
322,synthetic biology,jim chen,0.108594279
322,synthetic biology,qiliang li,0.091893341
322,synthetic biology,rajesh ganesan,0.091591926
322,synthetic biology,ali beheshti,0.090010596
322,synthetic biology,george hazelrigg,0.083988499
322,synthetic biology,̦zlem uzuner,0.083193632
322,synthetic biology,kenneth ball,0.08244385
322,synthetic biology,mahdi hashemi,0.082021431
322,synthetic biology,remi veneziano,0.082005002
323,chemical engineering,gheorghe tecuci,0.2002446
323,chemical engineering,mihai boicu,0.191661878
323,chemical engineering,janis terpenny,0.188476394
323,chemical engineering,aditya johri,0.185637102
323,chemical engineering,jim chen,0.182782848
323,chemical engineering,burak tanyu,0.179050177
323,chemical engineering,jiayang sun,0.175161552
323,chemical engineering,karla hoffman,0.172920701
323,chemical engineering,edward huang,0.169744452
323,chemical engineering,remi veneziano,0.169711845
325,bio inspired materials,myeong lee,0.136023773
325,bio inspired materials,daniel barbara,0.104686001
325,bio inspired materials,hemant purohit,0.095904379
325,bio inspired materials,diana wang,0.094596754
325,bio inspired materials,lisa luo,0.091768479
325,bio inspired materials,lucas henneman,0.091632524
325,bio inspired materials,carlotta domeniconi,0.089504348
325,bio inspired materials,shuochao yao,0.089058131
325,bio inspired materials,tolga soyata,0.088277779
325,bio inspired materials,ioulia rytikova,0.087071543
326,bioengineering,shahnaz kamberi,0.295273341
326,bioengineering,aditya johri,0.276432252
326,bioengineering,laura kosoglu,0.23473428
326,bioengineering,riki morikawa,0.225610897
326,bioengineering,george hazelrigg,0.196768084
326,bioengineering,colleen berg,0.189831599
326,bioengineering,sharon adamus,0.189768029
326,bioengineering,john mclaughlin,0.186584441
326,bioengineering,binqian yin,0.184900065
326,bioengineering,hans hoyer,0.183597018
327,computer security,mohamed gebril,0.138941135
327,computer security,tokunbo fadahunsi,0.123703652
327,computer security,md tanvir arafin,0.116022316
327,computer security,ran ji,0.102872993
327,computer security,paul ammann,0.096536077
327,computer security,qiliang li,0.096424271
327,computer security,kun sun,0.09318452
327,computer security,foteini baldimtsi,0.092716456
327,computer security,sanmay das,0.091628603
327,computer security,ebrima ceesay,0.090362684
328,algorithms,syed abbas zaidi,0.107756878
328,algorithms,gheorghe tecuci,0.075055473
328,algorithms,daniel barbara,0.072393692
328,algorithms,mihai boicu,0.068728472
328,algorithms,paul ammann,0.067969665
328,algorithms,thanhvu nguyen,0.063967578
328,algorithms,sanmay das,0.054501241
328,algorithms,samuel gordon,0.053492123
328,algorithms,alexander levis,0.051997338
328,algorithms,carlotta domeniconi,0.049359913
329,computer model calibration,abolfazl safikhani,0.235096121
329,computer model calibration,ben seiyon lee,0.227429678
329,computer model calibration,alexander levis,0.210947952
329,computer model calibration,vadim sokolov,0.195529884
329,computer model calibration,qi wei,0.18412924
329,computer model calibration,tianshu feng,0.180902284
329,computer model calibration,edward huang,0.178212179
329,computer model calibration,ran ji,0.173525359
329,computer model calibration,daniel menasce,0.170018074
329,computer model calibration,kim blackwell,0.168689283
330,sequential monte carlo,jessica lin,0.125756375
330,sequential monte carlo,daigo shishika,0.089088462
330,sequential monte carlo,michael eagle,0.088429718
330,sequential monte carlo,rajesh ganesan,0.083137369
330,sequential monte carlo,fei li,0.075270386
330,sequential monte carlo,leonard adelman,0.075259135
330,sequential monte carlo,daniel barbara,0.070000959
330,sequential monte carlo,elise miller hooks,0.069831375
330,sequential monte carlo,john shortle,0.067545552
330,sequential monte carlo,sanmay das,0.065808979
331,bayesian statistics,jonathan l auerbach,0.308077274
331,bayesian statistics,tianshu feng,0.272427502
331,bayesian statistics,carlotta domeniconi,0.255918973
331,bayesian statistics,daniel barbara,0.254009815
331,bayesian statistics,john shortle,0.234463558
331,bayesian statistics,mohan venigalla,0.22696967
331,bayesian statistics,vadim sokolov,0.223945026
331,bayesian statistics,evgenios kornaropoulos,0.223759064
331,bayesian statistics,ariela sofer,0.21785297
