,Name,similar_categories,category_score
133,leigh mccue weil,tribology,0.137340321
133,leigh mccue weil,bioengineering,0.118940207
133,leigh mccue weil,nanotechnology,0.093171746
133,leigh mccue weil,edge computing,0.090450352
133,leigh mccue weil,information technology,0.090149151
133,leigh mccue weil,dna nanotechnology,0.089205155
133,leigh mccue weil,human centered computing,0.088681953
133,leigh mccue weil,gpu computing,0.08270858
134,leonard adelman,real time embedded systems,0.192874394
134,leonard adelman,real time,0.18527544
134,leonard adelman,computational statistics,0.18219799
134,leonard adelman,analytic hierarchy process optimization,0.177090954
134,leonard adelman,time series modeling,0.17532083
134,leonard adelman,time series,0.174655518
134,leonard adelman,spatio temporal statistics,0.171786202
134,leonard adelman,system level optimization applied ,0.168589657
134,leonard adelman,decision support systems,0.166175789
135,liling huang,subsystems,0.209699646
135,liling huang,network architecture,0.13925685
135,liling huang,neural networks,0.137031177
135,liling huang,computer networks architectures,0.122027238
135,liling huang,neuroinformatics computational neuroanatomy,0.116499803
135,liling huang,computational neuroanatomy,0.116499803
135,liling huang,neuroscience,0.114146029
135,liling huang,power system security,0.107937724
135,liling huang,computational neuroscience,0.107857859
135,liling huang,network security,0.107804583
136,lily wang,recycled materials geo environmental modeling,0.226164841
136,lily wang,modeling,0.220339982
136,lily wang,systems modeling  analysis,0.21933544
136,lily wang,modeling performance,0.218136555
136,lily wang,model based systems engineering,0.217552165
136,lily wang,probabilistic modeling,0.217306201
136,lily wang,musculoskeletal modeling,0.216282047
137,linghan zhang,subsystems,0.204411537
137,linghan zhang,google,0.156096083
137,linghan zhang,wireless networks,0.152066776
137,linghan zhang,malware detection,0.150455943
137,linghan zhang,bio metrics forensic science,0.14566385
137,linghan zhang,wireless communications  networks,0.140103116
137,linghan zhang,neuroscience,0.136555626
137,linghan zhang,network forensics,0.131860265
137,linghan zhang,wireless sensing,0.131491303
137,linghan zhang,neural networks,0.131146942
138,lisa luo,applied cryptography,0.192480163
138,lisa luo,subsystems,0.189212294
138,lisa luo,bio metrics forensic science,0.160204191
138,lisa luo,analytic hierarchy process optimization,0.158420839
138,lisa luo,cryptography,0.158208543
138,lisa luo,system level optimization applied ,0.151275318
138,lisa luo,digital forensics analysis,0.149457145
138,lisa luo,building material properties structures,0.149293206
139,lishan yang,analytic hierarchy process optimization,0.180422597
139,lishan yang,bio metrics forensic science,0.165514353
139,lishan yang,model based systems engineering,0.158650672
139,lishan yang,spatial statistics,0.151962014
139,lishan yang,statistics,0.151795067
139,lishan yang,functional electrical stimulation,0.151511042
139,lishan yang,computational statistics,0.149244002
139,lishan yang,bayesian statistics,0.147674697
139,lishan yang,high dimensional statistics,0.14707102
139,lishan yang,evidence based reasoning,0.143339634
140,liza wilson durant,environmental health,0.136060485
140,liza wilson durant,electronics,0.119309997
140,liza wilson durant,analytic hierarchy process optimization,0.11080836
140,liza wilson durant,bioengineering,0.110213854
140,liza wilson durant,wastewater reuse,0.107157825
140,liza wilson durant,substance use disorders,0.101862769
140,liza wilson durant,air sea gas transport,0.101696701
140,liza wilson durant,recycled materials geo environmental modeling,0.10090827
140,liza wilson durant,photonics synthesis,0.09920421
141,lucas henneman,air pollution modeling policy analysis,0.25018205
141,lucas henneman,air transportation,0.216955157
141,lucas henneman,air sea gas transport,0.207742235
141,lucas henneman,transportation air quality,0.207452685
141,lucas henneman,high dimensional statistics,0.203511088
141,lucas henneman,electronics,0.193551448
141,lucas henneman,hydraulic land surface modeling,0.181435165
141,lucas henneman,high dimensional data,0.17620275
141,lucas henneman,land surface modeling,0.172163884
141,lucas henneman,high dimensional search,0.167180355
142,mahdi hashemi,internet measurements,0.21989092
142,mahdi hashemi,internet,0.215695093
142,mahdi hashemi,distance computer based learning,0.210411024
142,mahdi hashemi,analytic hierarchy process optimization,0.20334456
142,mahdi hashemi,google,0.201847333
142,mahdi hashemi,model based systems engineering,0.195104439
142,mahdi hashemi,functional electrical stimulation,0.189023802
142,mahdi hashemi,next g communications networks,0.186839738
142,mahdi hashemi,recycled materials geo environmental modeling,0.185732202
142,mahdi hashemi,evidence based reasoning,0.183984147
143,marcos zampieri,linguistics,0.338751219
143,marcos zampieri,computational linguistics,0.301440749
143,marcos zampieri,analytic hierarchy process optimization,0.200583165
143,marcos zampieri,new clinical trial methods,0.18373789
143,marcos zampieri,natural language processing,0.183308172
143,marcos zampieri,subsystems,0.175129049
143,marcos zampieri,creative tools,0.163834864
143,marcos zampieri,medical image analysis,0.156229625
143,marcos zampieri,bio metrics forensic science,0.154784797
143,marcos zampieri,model based systems engineering,0.148386335
144,mark snyder,subsystems,0.201092216
144,mark snyder,bio metrics forensic science,0.173246381
144,mark snyder,linguistics,0.160892814
144,mark snyder,computational linguistics,0.159071957
144,mark snyder,functional electrical stimulation,0.149505162
144,mark snyder,type theory,0.145760363
144,mark snyder,analytic hierarchy process optimization,0.144603903
144,mark snyder,network forensics,0.141014044
144,mark snyder,neural networks,0.140792712
144,mark snyder,model based systems engineering,0.134745928
145,martha bushong,information science,0.112265937
145,martha bushong,collecting analyzing data wearable devices,0.096053081
145,martha bushong,accessible ubiquitous computing,0.0947045
145,martha bushong,results clinical studies,0.092178591
145,martha bushong,computing education research,0.091957897
145,martha bushong,computer science education,0.091787039
145,martha bushong,engineering computing student learning methods effectiveness,0.088068427
145,martha bushong,information extraction,0.087988655
146,martin slawski,analytic hierarchy process optimization,0.16668191
146,martin slawski,substance use disorders,0.152008081
146,martin slawski,systems modeling  analysis,0.145037354
146,martin slawski,model based systems engineering,0.140224139
146,martin slawski,high dimensional statistics,0.137763907
146,martin slawski,recycled materials geo environmental modeling,0.13678911
146,martin slawski,coastal building resilience,0.134857761
146,martin slawski,hydraulic land surface modeling,0.134646491
146,martin slawski,sustainability resilience,0.134438543
146,martin slawski,air pollution modeling policy analysis,0.133514737
147,massimiliano albanese,subsystems,0.276095378
147,massimiliano albanese,internet,0.20819022
147,massimiliano albanese,bio metrics forensic science,0.203071639
147,massimiliano albanese,internet measurements,0.202906878
147,massimiliano albanese,wireless communications  networks,0.189270071
147,massimiliano albanese,network web security,0.188620439
147,massimiliano albanese,next g communications networks,0.18569121
147,massimiliano albanese,network modeling,0.181779811
147,massimiliano albanese,model based systems engineering,0.179946565
147,massimiliano albanese,time series modeling,0.177489886
148,matthew amissah,subsystems,0.454858826
148,matthew amissah,neural networks,0.28661839
148,matthew amissah,neuroscience,0.278543007
148,matthew amissah,network connectivity,0.245651842
148,matthew amissah,neuroinformatics computational neuroanatomy,0.227429413
148,matthew amissah,computational neuroanatomy,0.227429413
148,matthew amissah,wireless networks,0.22333125
148,matthew amissah,cognitive networks,0.218507112
148,matthew amissah,network modeling,0.214422507
148,matthew amissah,computational neuroscience,0.210558722
149,md tanvir arafin,model based systems engineering,0.201444932
149,md tanvir arafin,functional electrical stimulation,0.181268386
149,md tanvir arafin,ultrasound imaging devices,0.179904362
149,md tanvir arafin,internet,0.179563664
149,md tanvir arafin,distance computer based learning,0.175521092
149,md tanvir arafin,internet measurements,0.174274666
149,md tanvir arafin,systems network security,0.170789282
149,md tanvir arafin,network systems security,0.170789282
149,md tanvir arafin,devices,0.169697416
149,md tanvir arafin,devices,0.169697416
150,mehdi amiri darehbidi,analytic hierarchy process optimization,0.183745949
150,mehdi amiri darehbidi,model based systems engineering,0.176519703
150,mehdi amiri darehbidi,hydraulic land surface modeling,0.173060891
150,mehdi amiri darehbidi,recycled materials geo environmental modeling,0.173033443
150,mehdi amiri darehbidi,procurement economic models,0.16687067
150,mehdi amiri darehbidi,land surface modeling,0.165988007
150,mehdi amiri darehbidi,bio metrics forensic science,0.159506678
150,mehdi amiri darehbidi,modeling performance,0.157264639
150,mehdi amiri darehbidi,systems modeling  analysis,0.15653762
150,mehdi amiri darehbidi,bayesian statistics,0.155683273
151,michael eagle,results clinical studies,0.258075146
151,michael eagle,distance computer based learning,0.216551631
151,michael eagle,model based systems engineering,0.198913541
151,michael eagle,computer games technology,0.191090802
151,michael eagle,analytic hierarchy process optimization,0.191007186
151,michael eagle,internet,0.190970561
151,michael eagle,engineering computing student learning methods effectiveness,0.18896239
151,michael eagle,bayesian statistics,0.186010824
151,michael eagle,computer game technology,0.185802181
152,michael hieb,subsystems,0.236241946
152,michael hieb,model based systems engineering,0.224519469
152,michael hieb,command,0.203921816
152,michael hieb,command control,0.202182495
152,michael hieb,analytic hierarchy process optimization,0.200198889
152,michael hieb,bio metrics forensic science,0.193358987
152,michael hieb,network modeling,0.190848472
152,michael hieb,evidence based reasoning,0.188992618
152,michael hieb,recycled materials geo environmental modeling,0.188638064
152,michael hieb,distance computer based learning,0.185747556
153,michael holland,biometrics,0.22866478
153,michael holland,computing education research,0.16502459
153,michael holland,engineering education,0.159923255
153,michael holland,engineering education research,0.157755754
153,michael holland,computer science education,0.156717388
153,michael holland,bayesian statistics,0.137198868
153,michael holland,information science,0.129640745
153,michael holland,ai nlp programming,0.127385951
154,michael lyons,hydrology,0.177296883
154,michael lyons,subsystems,0.162857586
154,michael lyons,functional electrical stimulation,0.159164918
154,michael lyons,bio metrics forensic science,0.150776827
154,michael lyons,next g communications networks,0.141034641
154,michael lyons,analytic hierarchy process optimization,0.138402335
154,michael lyons,google,0.135714655
154,michael lyons,network forensics,0.123462017
154,michael lyons,spectrum sharing,0.120950345
154,michael lyons,curricular development enhanced educational opportunities,0.118864052
155,mihai boicu,learning engineering,0.310960843
155,mihai boicu,distance computer based learning,0.295094707
155,mihai boicu,engineering computing student learning methods effectiveness,0.288679654
155,mihai boicu,computer science education,0.282039795
155,mihai boicu,learning analytics,0.274364276
155,mihai boicu,engineering education research,0.273627228
155,mihai boicu,engineering education,0.27173004
155,mihai boicu,unsupervised learning,0.268810336
155,mihai boicu,knowledge information engineering,0.267710412
155,mihai boicu,ai machine learning,0.257110289
156,mingkui wei,internet,0.265317427
156,mingkui wei,internet measurements,0.249965591
156,mingkui wei,internet things,0.185833166
156,mingkui wei,internet of things,0.185833166
156,mingkui wei,command control,0.180526129
156,mingkui wei,distributed control,0.175185656
156,mingkui wei,bio inspired nanoarchitectures control cell behavior,0.164573644
156,mingkui wei,control theory,0.158508022
156,mingkui wei,wireless communications  networks,0.15668835
156,mingkui wei,data driven control,0.156163158
157,mingrui liu,results clinical studies,0.179203429
157,mingrui liu,distance computer based learning,0.138185628
157,mingrui liu,engineering computing student learning methods effectiveness,0.130123373
157,mingrui liu,internet,0.126506061
157,mingrui liu,internet measurements,0.124978204
157,mingrui liu,knowledge information engineering,0.123280906
157,mingrui liu,model based systems engineering,0.120616827
157,mingrui liu,computer science education,0.118193985
157,mingrui liu,ai machine learning,0.117477382
158,mohamed gebril,computer security,0.138941135
158,mohamed gebril,ar vr systems security,0.138832545
158,mohamed gebril,robotics,0.136557748
158,mohamed gebril,safety security,0.133798722
158,mohamed gebril,hardware security,0.132812188
158,mohamed gebril,iot security,0.131764746
158,mohamed gebril,cyber security,0.131764746
158,mohamed gebril,security,0.131764746
158,mohamed gebril,information security assurance,0.126068226
158,mohamed gebril,urban computing,0.125436302
159,mohan venigalla,time series modeling,0.251574364
159,mohan venigalla,recycled materials geo environmental modeling,0.239366595
159,mohan venigalla,model based systems engineering,0.238987799
159,mohan venigalla,bayesian statistics,0.22696967
159,mohan venigalla,high dimensional statistics,0.220258357
159,mohan venigalla,procurement economic models,0.217576253
159,mohan venigalla,analytic hierarchy process optimization,0.214104009
159,mohan venigalla,statistics,0.213506712
159,mohan venigalla,air pollution modeling policy analysis,0.212367213
159,mohan venigalla,modeling performance,0.211084296
160,moinul hossain,internet,0.413811926
160,moinul hossain,internet measurements,0.372617089
160,moinul hossain,internet things,0.26527859
160,moinul hossain,internet of things,0.26527859
160,moinul hossain,semantic web,0.161500123
160,moinul hossain,network web security,0.15582484
160,moinul hossain,web intelligence,0.125874468
160,moinul hossain,web applications,0.121417313
160,moinul hossain,world wide web,0.103949997
160,moinul hossain,online communities,0.083103983
161,monson hayes,analytic hierarchy process optimization,0.270715721
161,monson hayes,ultrasound,0.265278886
161,monson hayes,bio metrics forensic science,0.248749069
161,monson hayes,ultrasound imaging devices,0.248741363
161,monson hayes,functional electrical stimulation,0.222222407
161,monson hayes,distance computer based learning,0.213795796
161,monson hayes,evidence based reasoning,0.210981301
161,monson hayes,model based systems engineering,0.210590999
161,monson hayes,google,0.207497636
161,monson hayes,substance use disorders,0.202402054
162,myeong lee,intelligence c4i  cyber,0.312291267
162,myeong lee,artifiicial intelligence,0.312291267
162,myeong lee,communications,0.298223746
162,myeong lee,intelligence analysis,0.282872186
162,myeong lee,next g communications networks,0.278106317
162,myeong lee,intelligence strategic analysis,0.269530894
162,myeong lee,wireless communications  networks,0.267752036
162,myeong lee,wireless optical communications,0.267182038
163,nathan kathir,tribology,0.173762012
163,nathan kathir,nanotechnology,0.157173653
163,nathan kathir,bioengineering,0.150482316
163,nathan kathir,dna nanotechnology,0.150482316
163,nathan kathir,integer programming optimization,0.132697761
163,nathan kathir,computing education research,0.120385853
163,nathan kathir,gpu computing,0.119591218
163,nathan kathir,ai nlp programming,0.116160464
164,nicholas rios,computational statistics,0.217990099
164,nicholas rios,statistics,0.214606023
164,nicholas rios,bayesian statistics,0.208843751
164,nicholas rios,spatial statistics,0.195053968
164,nicholas rios,spatio temporal statistics,0.19017646
164,nicholas rios,computational experimental neuroplasticity memory,0.164497357
164,nicholas rios,predictive analytics,0.164448996
164,nicholas rios,high dimensional statistics,0.144467297
164,nicholas rios,collecting analyzing data wearable devices,0.144217641
165,niloofar ramezani,bayesian statistics,0.1831031
165,niloofar ramezani,high dimensional statistics,0.169162197
165,niloofar ramezani,collecting analyzing data wearable devices,0.165242883
165,niloofar ramezani,ultrasound imaging devices,0.160729477
165,niloofar ramezani,high dimensional data,0.160347506
165,niloofar ramezani,data mining big data analysis,0.154663427
165,niloofar ramezani,devices,0.152432397
165,niloofar ramezani,devices,0.152432397
166,ningshi yao,time series modeling,0.207541252
166,ningshi yao,climate weather modeling remote sensing,0.165047716
166,ningshi yao,time series,0.164159584
166,ningshi yao,model based systems engineering,0.161985516
166,ningshi yao,command control,0.161730193
166,ningshi yao,probabilistic modeling,0.160028564
166,ningshi yao,real time,0.157299229
166,ningshi yao,real time embedded systems,0.155239382
166,ningshi yao,scheduling control,0.155219503
167,olcay ciftci,statistics,0.164817129
167,olcay ciftci,computational statistics,0.153167916
167,olcay ciftci,spatial statistics,0.149801177
167,olcay ciftci,bayesian statistics,0.143684242
167,olcay ciftci,general,0.115039462
167,olcay ciftci,precipitation,0.105925428
167,olcay ciftci,networking,0.103695169
167,olcay ciftci,assistive technology,0.101826635
167,olcay ciftci,computers,0.099627096
168,omoche agada,statistics,0.163468539
168,omoche agada,computational statistics,0.15799123
168,omoche agada,spatial statistics,0.148575453
168,omoche agada,bayesian statistics,0.148208911
168,omoche agada,spatio temporal statistics,0.120804615
168,omoche agada,data science,0.108344008
168,omoche agada,information technology,0.108092458
168,omoche agada,assistive technology,0.107726352
168,omoche agada,applied cryptography,0.098530303
169,parag chitnis,ultrasound,0.302633448
169,parag chitnis,ultrasound imaging devices,0.25526459
169,parag chitnis,analytic hierarchy process optimization,0.237361944
169,parag chitnis,chemical sensors,0.226164495
169,parag chitnis,bio metrics forensic science,0.215439626
169,parag chitnis,functional electrical stimulation,0.21213468
169,parag chitnis,high dimensional statistics,0.212128175
169,parag chitnis,wireless optical communications,0.194566817
169,parag chitnis,electrical based transport,0.192772954
169,parag chitnis,substance use disorders,0.192636015
170,parth pathak,internet,0.367121676
170,parth pathak,internet measurements,0.335891099
170,parth pathak,ultrasound imaging devices,0.268034428
170,parth pathak,functional electrical stimulation,0.257880715
170,parth pathak,internet things,0.255647728
170,parth pathak,internet of things,0.255647728
170,parth pathak,google,0.247232835
170,parth pathak,evidence based reasoning,0.238963287
170,parth pathak,analytic hierarchy process optimization,0.238901181
170,parth pathak,ultrasound,0.234204374
171,paul ammann,software testing,0.37914021
171,paul ammann,auction design testing,0.249544719
171,paul ammann,model based systems engineering,0.213616513
171,paul ammann,new clinical trial methods,0.207794709
171,paul ammann,analytic hierarchy process optimization,0.203884729
171,paul ammann,recycled materials geo environmental modeling,0.197398933
171,paul ammann,systems modeling  analysis,0.196808524
171,paul ammann,network forensics,0.191682933
171,paul ammann,modeling health outcomes statistical analysis including longitudinal,0.19038156
171,paul ammann,digital forensics,0.188431895
172,pelin kurtay,neural interfaces,0.19641855
172,pelin kurtay,ai nlp programming,0.151619609
172,pelin kurtay,probabilistic ontologies,0.150970271
172,pelin kurtay,databases,0.136082763
172,pelin kurtay,social computing,0.133001245
172,pelin kurtay,collaborative social computing,0.131059517
172,pelin kurtay,computing education research,0.1309457
172,pelin kurtay,semantic computing,0.1309457
172,pelin kurtay,gpu computing,0.124878108
173,peter pachowicz,subsystems,0.28088828
173,peter pachowicz,assistive technology,0.190038011
173,peter pachowicz,wireless networks,0.183884544
173,peter pachowicz,information technology,0.177559862
173,peter pachowicz,neural engineering,0.174018342
173,peter pachowicz,neural networks,0.172456685
173,peter pachowicz,engineering education,0.167801519
173,peter pachowicz,wireless communications  networks,0.162901598
173,peter pachowicz,engineering education research,0.159331034
173,peter pachowicz,neuroscience,0.158776837
174,ping deng,statistics,0.179968508
174,ping deng,computational statistics,0.167248402
174,ping deng,spatial statistics,0.163572164
174,ping deng,bayesian statistics,0.156892908
174,ping deng,spatio temporal statistics,0.103904867
174,ping deng,computer science education,0.079650306
174,ping deng,distance education,0.077673564
174,ping deng,high dimensional statistics,0.077521709
175,pouyan ahmadi,internet,0.257008755
175,pouyan ahmadi,internet measurements,0.239688749
175,pouyan ahmadi,results clinical studies,0.222921169
175,pouyan ahmadi,internet things,0.197121452
175,pouyan ahmadi,internet of things,0.197121452
175,pouyan ahmadi,neuroscience,0.192720138
175,pouyan ahmadi,distance computer based learning,0.170827925
175,pouyan ahmadi,semantic web,0.166288635
175,pouyan ahmadi,engineering computing student learning methods effectiveness,0.162305682
176,pramita bagchi,bayesian statistics,0.215046828
176,pramita bagchi,software testing,0.208320929
176,pramita bagchi,statistics,0.200726248
176,pramita bagchi,analytic hierarchy process optimization,0.19496316
176,pramita bagchi,computational statistics,0.18878645
176,pramita bagchi,functional electrical stimulation,0.186024231
176,pramita bagchi,spatial statistics,0.18463679
176,pramita bagchi,digital forensics analysis,0.182089937
176,pramita bagchi,bio metrics forensic science,0.181950464
176,pramita bagchi,medical image analysis,0.17789345
177,qi wei,musculoskeletal modeling,0.280454819
177,qi wei,model based systems engineering,0.265861917
177,qi wei,network modeling,0.253850553
177,qi wei,recycled materials geo environmental modeling,0.249086404
177,qi wei,modeling,0.24819836
177,qi wei,systems modeling  analysis,0.245191345
177,qi wei,probabilistic modeling,0.244775995
178,qiang zeng,subsystems,0.194303371
178,qiang zeng,google,0.163986533
178,qiang zeng,bio metrics forensic science,0.161603279
178,qiang zeng,analytic hierarchy process optimization,0.159991259
178,qiang zeng,applied cryptography,0.15601959
178,qiang zeng,network forensics,0.150435069
178,qiang zeng,digital forensics analysis,0.149347487
178,qiang zeng,model based systems engineering,0.148701509
178,qiang zeng,ultrasound imaging devices,0.146571431
178,qiang zeng,automated machine learning,0.146090567
179,qiliang li,electronics,0.228431553
179,qiliang li,hydraulic land surface modeling,0.214209345
179,qiliang li,land surface modeling,0.205973749
179,qiliang li,model based systems engineering,0.197460005
179,qiliang li,ultrasound imaging devices,0.193396741
179,qiliang li,land data assimilation systems,0.188070952
179,qiliang li,distance computer based learning,0.18489482
179,qiliang li,electrical based transport,0.183934379
179,qiliang li,analytic hierarchy process optimization,0.183037927
179,qiliang li,high dimensional statistics,0.182642513
180,rajesh ganesan,analytic hierarchy process optimization,0.248761397
180,rajesh ganesan,real time embedded systems,0.230738186
180,rajesh ganesan,time series modeling,0.225663333
180,rajesh ganesan,subsystems,0.220821402
180,rajesh ganesan,real time,0.218025711
180,rajesh ganesan,land data assimilation systems,0.217895679
180,rajesh ganesan,distance computer based learning,0.21755046
180,rajesh ganesan,time series,0.214770993
180,rajesh ganesan,model based systems engineering,0.213566367
180,rajesh ganesan,bio metrics forensic science,0.199686453
181,ran ji,probabilistic modeling,0.211279284
181,ran ji,modeling,0.209640583
181,ran ji,model based systems engineering,0.205330321
181,ran ji,musculoskeletal modeling,0.204778005
181,ran ji,geometric modeling,0.198324387
181,ran ji,modeling performance,0.19367389
181,ran ji,computer simulation modeling,0.193066555
182,rao v mulpuri,high dimensional statistics,0.166040236
182,rao v mulpuri,high dimensional data,0.157060751
182,rao v mulpuri,analytic hierarchy process optimization,0.156086477
182,rao v mulpuri,high dimensional search,0.154493538
182,rao v mulpuri,high temperature tribology,0.152033452
182,rao v mulpuri,hydraulic land surface modeling,0.151561403
182,rao v mulpuri,high temperature materials,0.149530367
182,rao v mulpuri,electronics,0.149241921
182,rao v mulpuri,land surface modeling,0.146155933
182,rao v mulpuri,ultrasound,0.144241975
183,ray hong,devices,0.244656756
183,ray hong,devices,0.244656756
183,ray hong,ultrasound imaging devices,0.241066349
183,ray hong,model based systems engineering,0.227922937
183,ray hong,google,0.216872746
183,ray hong,distance computer based learning,0.208522591
183,ray hong,next g communications networks,0.207581419
183,ray hong,functional electrical stimulation,0.201755973
183,ray hong,wireless optical communications,0.201393595
184,remi veneziano,ultrasound imaging devices,0.212172693
184,remi veneziano,analytic hierarchy process optimization,0.20546338
184,remi veneziano,functional electrical stimulation,0.199575952
184,remi veneziano,model based systems engineering,0.183171386
184,remi veneziano,substance use disorders,0.181103677
184,remi veneziano,next g communications networks,0.174983474
184,remi veneziano,electrical based transport,0.170354119
184,remi veneziano,5g next g,0.170026859
184,remi veneziano,chemical engineering,0.169711845
184,remi veneziano,ultrasound,0.168975528
185,riki morikawa,bioengineering,0.225610897
185,riki morikawa,information technology,0.184570118
185,riki morikawa,subsystems,0.182321138
185,riki morikawa,assistive technology,0.175829764
185,riki morikawa,wireless communications  networks,0.175641618
185,riki morikawa,wireless communications,0.164116153
185,riki morikawa,web intelligence,0.16190193
185,riki morikawa,tribology,0.161269968
185,riki morikawa,intelligence c4i  cyber,0.161150641
185,riki morikawa,artifiicial intelligence,0.161150641
186,robert handler,blood flow,0.232906394
186,robert handler,hydraulic land surface modeling,0.231177945
186,robert handler,land surface modeling,0.22462465
186,robert handler,nano scale surface engineering,0.201054112
186,robert handler,surface engineering,0.188330621
186,robert handler,viscoelastic fluids,0.187745393
186,robert handler,system level optimization applied ,0.18682129
186,robert handler,model based systems engineering,0.17242996
186,robert handler,particle filtering,0.171193842
187,robert osgood,ai nlp programming,0.174852864
187,robert osgood,neural interfaces,0.160872957
187,robert osgood,integer programming optimization,0.141316871
187,robert osgood,internet,0.133321024
187,robert osgood,web intelligence,0.126325985
187,robert osgood,neuroinformatics computational neuroanatomy,0.125522051
187,robert osgood,computational neuroanatomy,0.125522051
187,robert osgood,information retrieval,0.125233295
187,robert osgood,internet measurements,0.120048961
187,robert osgood,computational neuroscience,0.116210838
188,robert pettit,subsystems,0.295026517
188,robert pettit,malware detection,0.236286664
188,robert pettit,devices,0.234718125
188,robert pettit,devices,0.234718125
188,robert pettit,network modeling,0.212807519
188,robert pettit,model based systems engineering,0.208622868
188,robert pettit,ultrasound imaging devices,0.203157415
188,robert pettit,neural networks,0.20102526
188,robert pettit,network architecture,0.198791364
189,rochelle jones,subsystems,0.238750858
189,rochelle jones,computing education research,0.198614531
189,rochelle jones,engineering education,0.179643187
189,rochelle jones,engineering education research,0.169728838
189,rochelle jones,computer science education,0.167659056
189,rochelle jones,distance education,0.160091922
189,rochelle jones,cs education,0.14789856
189,rochelle jones,bio metrics forensic science,0.147360229
190,sadegh torabi,internet,0.254414347
190,sadegh torabi,internet measurements,0.245967615
190,sadegh torabi,web intelligence,0.225467451
190,sadegh torabi,spectrum sharing,0.189214878
190,sadegh torabi,internet things,0.175112586
190,sadegh torabi,internet of things,0.175112586
190,sadegh torabi,databases,0.168684998
190,sadegh torabi,intelligence c4i  cyber,0.164081533
191,sam salem,architecture,0.101782672
191,sam salem,economics,0.095961623
191,sam salem,urban computing,0.082186351
191,sam salem,infrastructure,0.080984407
191,sam salem,computer architecture,0.079237702
191,sam salem,tribology,0.075864324
191,sam salem,network architecture,0.069415206
191,sam salem,nanotechnology,0.068621863
192,samuel gordon,neuroinformatics computational neuroanatomy,0.166895422
192,samuel gordon,computational neuroanatomy,0.166895422
192,samuel gordon,computational neuroscience,0.166400916
192,samuel gordon,computational linguistics,0.131670742
192,samuel gordon,computational statistics,0.126267782
192,samuel gordon,evidence based reasoning,0.125808066
192,samuel gordon,computational geometry,0.125787269
192,samuel gordon,functional electrical stimulation,0.123677723
192,samuel gordon,time series modeling,0.122879047
192,samuel gordon,science evidence,0.122664486
193,sanjeev setia,internet,0.343135201
193,sanjeev setia,internet measurements,0.319973666
193,sanjeev setia,internet things,0.231528287
193,sanjeev setia,internet of things,0.231528287
193,sanjeev setia,subsystems,0.184665858
193,sanjeev setia,bio metrics forensic science,0.169763368
193,sanjeev setia,web applications,0.168425571
193,sanjeev setia,evidence based reasoning,0.167873203
193,sanjeev setia,analytic hierarchy process optimization,0.167052466
193,sanjeev setia,network web security,0.166697478
194,sanmay das,model based systems engineering,0.210061111
194,sanmay das,aneurysm risk assessment,0.204766287
194,sanmay das,recycled materials geo environmental modeling,0.203329579
194,sanmay das,google,0.194387759
194,sanmay das,analytic hierarchy process optimization,0.187050023
194,sanmay das,operational risk management,0.186785506
194,sanmay das,systems modeling  analysis,0.185862054
194,sanmay das,functional electrical stimulation,0.183309304
194,sanmay das,substance use disorders,0.183228111
194,sanmay das,bio metrics forensic science,0.180248419
195,sara gopalkrishna,computing education research,0.115944265
195,sara gopalkrishna,engineering education,0.11236013
195,sara gopalkrishna,computer science education,0.104864501
195,sara gopalkrishna,distance education,0.102261999
195,sara gopalkrishna,high dimensional statistics,0.102062073
195,sara gopalkrishna,high dimensional search,0.100970993
195,sara gopalkrishna,engineering education research,0.100761154
195,sara gopalkrishna,high dimensional data,0.099720563
195,sara gopalkrishna,high temperature tribology,0.09647146
196,scott lewis,learning engineering,0.196890652
196,scott lewis,learning analytics,0.169956393
196,scott lewis,unsupervised learning,0.165793563
196,scott lewis,engineering computing student learning methods effectiveness,0.146366924
196,scott lewis,engineering education,0.143868348
196,scott lewis,personalized learning,0.141596999
196,scott lewis,engineering education research,0.138941135
196,scott lewis,distance computer based learning,0.133279016
196,scott lewis,machine learning,0.130550515
196,scott lewis,adversarial machine learning,0.130550515
197,shahnaz kamberi,neural interfaces,0.327194783
197,shahnaz kamberi,bioengineering,0.295273341
197,shahnaz kamberi,ai nlp programming,0.290043131
197,shahnaz kamberi,probabilistic ontologies,0.241519396
197,shahnaz kamberi,hardware,0.239588092
197,shahnaz kamberi,gpu computing,0.225146235
197,shahnaz kamberi,semantic computing,0.223450096
197,shahnaz kamberi,cryptographic hardware,0.216715584
198,shani ross,functional electrical stimulation,0.183598347
198,shani ross,google,0.167277393
198,shani ross,chemical sensors,0.166449257
198,shani ross,next g communications networks,0.164849834
198,shani ross,analytic hierarchy process optimization,0.162020461
198,shani ross,deep brain stimulation,0.158510468
198,shani ross,bio inspired nanoarchitectures control cell behavior,0.155268996
198,shani ross,bio metrics forensic science,0.154868773
198,shani ross,high dimensional data,0.154328179
198,shani ross,high dimensional statistics,0.151388291
199,sharmin sultana,land surface modeling,0.185552869
199,sharmin sultana,hydraulic land surface modeling,0.183149677
199,sharmin sultana,recycled materials geo environmental modeling,0.182347932
199,sharmin sultana,modeling performance,0.182018725
199,sharmin sultana,model based systems engineering,0.18139616
199,sharmin sultana,modeling,0.178639717
199,sharmin sultana,probabilistic modeling,0.177773804
200,sharon adamus,ai nlp programming,0.327373862
200,sharon adamus,integer programming optimization,0.278900904
200,sharon adamus,computing education research,0.201269121
