,Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
701,Open Set Face Recognition Using Transduction.,Harry Wechsler,IEEE Transactions on Pattern Analysis & Machine Intelligence,1628828,,Nov-05,27,11,1686,12,18530864,10.1109/TPAMI.2005.224,IEEE,Article,"BIOMETRY; KOLMOGOROV complexity; NUMERICAL analysis; MATHEMATICAL statistics; ELECTRONIC data processing; IDENTIFICATION documents; Data Processing, Hosting, and Related Services",(multiclass) transduction; Biometrics; clustering; confidence; credibility; data fusion; face recognition; face surveillance; information quality; Kolmogorov complexity; open set recognition; outlier detection; performance evaluation; PSEI (pattern specific error inhomogeneities); randomness deficiency; strangeness; watch list,"This paper motivates and describes a novel realization of transductive inference that can address the Open Set face recognition task. Open Set operates under the assumption that not all the test probes have mates in the gallery. It either detects the presence of some biometric signature within the gallery and finds its identity or rejects it, i.e., it provides for the ""none of the above"" answer. The main contribution of the paper is Open Set TCM-kNN (Transduction Confidence Machine-k Nearest Neighbors), which is suitable for multiclass authentication operational scenarios that have to include a rejection option for classes never enrolled in the gallery. Open Set TCM-kNN, driven by the relation between transduction and Kolmogorov complexity, provides a local estimation of the likelihood ratio needed for detection tasks. We provide extensive experimental data to show the feasibility, robustness, and comparative advantages of Open Set TCM-kNN on Open Set identification and watch list (surveillance) tasks using challenging FERET data. Last, we analyze the error structure driven by the fact that most of the errors in identification are due to a relatively small number of face patterns. Open Set TCM-kNN is shown to be suitable for PSEI (pattern specific error inhomogeneities) error analysis in order to identify difficult to recognize faces. PSEI analysis improves biometric performance by removing a small number of those difficult to recognize faces responsible for much of the original error in performance and/or by using data fusion. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Pattern Analysis & Machine Intelligence is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=18530864&site=ehost-live
702,Pattern recognition: Historical perspective and future directions.,Harry Wechsler,International Journal of Imaging Systems & Technology,8999457,,Mar-00,11,2,101,16,13509961,10.1002/1098-1098(2000)11:2<101::AID-IMA1>3.0.CO;2-J,Wiley-Blackwell,Article,"PATTERN recognition systems; PATTERN perception; FORM perception; ARTIFICIAL intelligence; COMPUTER science; ELECTRICAL engineering; Research and development in the physical, engineering and life sciences; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology); Engineering Services",categorization; classification; feature extraction; feature selection; functional approximation; induction; pattern recognition; performance evaluation; predictive learning; representation,"“What being walks sometimes on two feet, sometimes on three, and sometimes on four, and is weakest when it has the most?” —The Sphinx's Riddle Pattern recognition is one of the most important functionalities for intelligent behavior and is displayed by both biological and artificial systems. Pattern recognition systems have four major components: data acquisition and collection, feature extraction and representation, similarity detection and pattern classifier design, and performance evaluation. In addition, pattern recognition systems are successful to the extent that they can continuously adapt and learn from examples; the underlying framework for building such systems is predictive learning. The pattern recognition problem is a special case of the more general problem of statistical regression; it seeks an approximating function that minimizes the probability of misclassification. In this framework, data representation requires the specification of a basis set of approximating functions. Classification requires an inductive principle to design and model the classifier and an optimization or learning procedure for classifier parameter estimation. Pattern recognition also involves categorization: making sense of patterns not previously seen. The sections of this paper deal with the categorization and functional approximation problems; the four components of a pattern recognition system; and trends in predictive learning, feature selection using “natural” bases, and the use of mixtures of experts in classification. © 2000 John Wiley & Sons, Inc. Int J Imaging Syst Technol 11, 101–116, 2000 [ABSTRACT FROM AUTHOR] Copyright of International Journal of Imaging Systems & Technology is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=13509961&site=ehost-live
703,Query by transduction.,Harry Wechsler,IEEE Transactions on Pattern Analysis & Machine Intelligence,1628828,,Sep-08,30,9,1557,15,34230536,10.1109/TPAMI.2007.70811,IEEE,Article,INFORMATION storage & retrieval systems; EXPERIENTIAL learning; CLASSIFICATION; COMPUTER algorithms; INFORMATION retrieval; COMPUTER systems; QUERY (Information retrieval system); Computer Systems Design Services; Computer systems design and related services (except video game design and development),Active learning; hypothesis testing; Kolmogorov complexity; support vector machine; transductive inference,"There has recently been a growing interest in the use of transductive inference for learning. We expand here the scope of transductive inference to active learning in a stream-based setting. Toward that end, this paper proposes Query-by-Transduction (QBT) as a novel active learning algorithm. QBT queries the label of an example based on the p-values obtained using transduction. We show that QBT is closely related to Query-by-Committee (QBC) using relations between transduction, Bayesian statistical testing, Kuliback-Leibler divergence, and Shannon information. The feasibility and utility of QBT is shown on both binary and multiclass classification tasks using a support vector machine (SVM) as the choice classifier. Our experimental results show that QBT compares favorably, in terms of mean generalization, against random sampling, committee-based active learning, margin-based active learning, and QBC in the stream-based setting. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Pattern Analysis & Machine Intelligence is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=34230536&site=ehost-live
704,Robust face recognition after plastic surgery using region-based approaches.,Harry Wechsler,Pattern Recognition,313203,,Apr-15,48,4,1257,16,100157071,10.1016/j.patcog.2014.10.004,Elsevier B.V.,Article,HUMAN facial recognition software; PLASTIC surgery; ROBUST control; FACIAL expression; CODING theory; COMPUTER reliability,Beautification; Face recognition; Local features; Plastic surgery; Regions of interest (ROI); Response reliability,"This paper advances the use of region-based strategies for addressing the problem of face recognition after plastic surgery. The proposed methods implement the region-based approach in several ways. FARO (FAce Recognition against Occlusions and Expression Variations) divides the face into relevant regions (left eye, right eye, nose and mouth) and then codes them independently using Partitioned Iterated Function System (PIFS) processing. FACE (Face Analysis for Commercial Entities) applies a localized version of image correlation index. Finally, the Split Face Architecture (SFA), adaptive and integrative in nature, can leverage any known recognition method, from PCA to most recent ones (including FARO and FACE), provided that it is possible to divide the face into regions. Experimental results, compared with those available from recent experiments reported in literature, show that our methods yield much better performance than state-of-the art algorithms, both holistic and region based. [ABSTRACT FROM AUTHOR] Copyright of Pattern Recognition is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=100157071&site=ehost-live
705,Robust human authentication using appearance and holistic anthropometric features,Harry Wechsler,Pattern Recognition Letters,1678655,,Nov-10,31,15,2425,11,53405253,10.1016/j.patrec.2010.07.011,Elsevier B.V.,Article,BIOMETRIC identification; ANTHROPOMETRY; DECISION making; STATISTICAL matching; FEATURE extraction; HUMAN facial recognition software; ROBUST control,Anthropometry; Biometrics; Face recognition; Feature selection; Occlusion and disguise; Soft biometrics,"Abstract: We propose here decision-level fusion using neural networks and feature-level fusion using boosting for the purpose of robust human authentication vis-à-vis face occlusion and disguise. Holistic anthropometric and appearance-based features feed the data fusion stage. In addition to standard head and face geometric measurements, the proposed holistic anthropometric features include additional measurements below the face to describe the neck and shoulder and their contextual relations to head and face. The appearance-based features include standard PCA or Fisherfaces. Experimental data shows the feasibility and utility of the proposed hybrid (extended geometry+appearance) approach for robust human authentication vis-à-vis occluded and/or degraded face biometrics. The authentication results presented compare favorably against both appearance-based methods and hybrid methods with anthropometric features confined to face and head. The methods proposed can train on clean data and authenticate on corrupt data, or train on corrupt data and authenticate on clean data. [ABSTRACT FROM AUTHOR] Copyright of Pattern Recognition Letters is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=53405253&site=ehost-live
706,Robust re-identification using randomness and statistical learning: Quo vadis,Harry Wechsler,Pattern Recognition Letters,1678655,,Oct-12,33,14,1820,8,79559551,10.1016/j.patrec.2012.02.005,Elsevier B.V.,Article,"ROBUST control; STATISTICS; BIOMETRIC identification; ELECTRONIC data processing; COMBINATORIAL analysis; COMPUTER architecture; Data Processing, Hosting, and Related Services",Biometrics; Evidence-based management; Face recognition; Identity management; Re-identification; Statistical learning theory,"Abstract: The re-identification problem is to match objects across multiple but possibly disjoint fields of view for the purpose of sequential authentication over space and time. Detection and seeding for initialization do not presume known identity and allow for re-identification of objects and/or faces whose identity might remain unknown. Specific functionalities involved in re-identification include clustering and selection, recognition-by-parts, anomaly and change detection, sampling and tracking, fast indexing and search, sensitivity analysis, and their integration for the purpose of identity management. As re-identification processes data streams and involves change detection and on-line adaptation three complementary statistical learning frameworks, driven by randomness for the purpose of robust prediction, are advanced here to support the functionalities listed earlier and their combination thereof. The intertwined learning frameworks employed are those of (a) semi-supervised learning (SSL); (b) transduction; and (c) conformal prediction. The overall architecture proposed is data-driven and modular, on one side, and discriminative and progressive, on the other side. The architecture is built around autonomic computing and W5+. Autonomic computing or self-management provides for closed-loop control. W5+ answers questions related to What data to consider for sampling and collection, When to capture the data and from Where, and How to best process the data. The Who (is) query is about identity for biometrics, and the Why question for explanation purposes. The challenge addressed throughout is that of evidence-based management to progressively collect and add value to data in order to generate knowledge that leads to purposeful and gainful action including active learning for the overall purpose of re-identification. A venue for future research includes adversarial learning when re-identification is possibly “distracted” using deliberate corrupt information. [Copyright &y& Elsevier] Copyright of Pattern Recognition Letters is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=79559551&site=ehost-live
707,Spam detection using Random Boost,Harry Wechsler,Pattern Recognition Letters,1678655,,Jul-12,33,10,1237,8,76157688,10.1016/j.patrec.2012.03.012,Elsevier B.V.,Article,RANDOM variables; DETECTORS; SPAM email; ROBUST control; PERFORMANCE evaluation; COMPUTATIONAL complexity; RANDOM projection method,Logit Boost; Random Boost; Random Forest; Random projection; Robust learning; Spam detection,"Abstract: This paper proposes two alternative methods of random projections and compares their performance for robust and efficient spam detection when trained using a small number of examples. Robustness refers to learning and adaptation leading to a high level of performance despite data variability, while efficiency is concerned with (i) the complexity of the detection method employed; and (ii) the amount of training resources used for training and retraining. The first method, Random Project, employs a random projection matrix to produce linear combinations of input features, while the second method, Random Boost, employs random feature selection to enhance the performance of the Logit Boost algorithm. Random Boost is, in fact, a combination of Logit Boost and Random Forest. Experimental results, using TREC and CEAS as challenging spam benchmark sets, show that the Random Boost method significantly improves the performance of the spam filter compared to the Logit Boost algorithm (e.g., a 5% increase in AUC, which is the area under the Receiver Operating Characteristic curve), and yields similar classification accuracy compared to the Random Forest method but using only one fourth the runtime complexity of the Random Forest algorithm. Additionally, the Random Boost algorithm also reduces training time by two orders of magnitude compared to Logit Boost, which becomes important during retraining on the ever changing data streams, including adapting to adversarial tactics and “noise” injected by spammers. [Copyright &y& Elsevier] Copyright of Pattern Recognition Letters is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=76157688&site=ehost-live
708,Towards demographic categorization using gaze analysis.,Harry Wechsler,Pattern Recognition Letters,1678655,,Oct2016 Part 2,82,,226,6,119158561,10.1016/j.patrec.2015.08.018,Elsevier B.V.,Article,EYE tracking; MEANS of communication for people with disabilities; AMYOTROPHIC lateral sclerosis; BIOMETRIC eye scanning systems; DEMOGRAPHIC surveys; SUPPORT vector machines; FEATURE extraction,Adaboost; GANT; Gaze analysis; Gender and age categorization; K-fold cross validation; SVM,"Current use of gaze analysis, which is mostly restricted to eye gaze tracking for augmentative and alternative communication (AAC) medium, can benefit people afflicted with amyotrophic lateral sclerosis (ALS). This paper advances the use of gaze analysis for biometrics purposes related to gender and age demographics to benefit applications related to retail space for targeted advertising, behavioral biometrics to benefit health care, and surveillance applications. Towards that end, this paper expands on the recently introduced Gaze ANalysis Technique (GANT) for human identification to combine the length of time spent on observing patterns of interest and the scanning patterns for biometric representation with AdaBoost and super vector machines (SVM) subsequently used for biometric categorization. The experiments conducted show that while the initial results are promising further innovation and development is required to make gaze analysis a viable alternative for demographics categorization, on its own, or together with other biometrics. Further improvements on performance are expected from the derivation, extraction, and use of alternative and novel gaze driven features. This will include among others additional information that is already available about the arc features connecting the fixation points and the dynamics they encode about the roving gaze. [ABSTRACT FROM AUTHOR] Copyright of Pattern Recognition Letters is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=119158561&site=ehost-live
709,Biomechanical modeling of actively controlled rectus extraocular muscle pulleys.,Qi Wei,Scientific Reports,20452322,,4/6/22,12,1,1,8,156155241,10.1038/s41598-022-09220-x,Springer Nature,Article,"PULLEYS; EYE muscles; MAGNETIC resonance imaging; GAZE; AXIOMS; ROTATIONAL motion; Diagnostic Imaging Centers; Overhead Traveling Crane, Hoist, and Monorail System Manufacturing; Material handling equipment manufacturing",,"The Active Pulley Hypothesis (APH) is based on modern functional anatomical descriptions of the oculomotor plant, and postulates behaviors of the orbital pulleys proposed to be positioned by the extraocular muscles (EOMs). A computational model is needed to understand this schema quantitatively. We developed and evaluated a novel biomechanical model of active horizontal rectus pulleys. The orbital (OL) and global (GL) layers of the horizontal rectus EOMs were implemented as separate musculoskeletal strands. Pulley sleeves were modeled as tube-like structures receiving the OL insertion and suspended by elastic strands. Stiffnesses and orientations of pulley suspensions were determined empirically to limit horizontal rectus EOM side-slip while allowing anteroposterior pulley travel. Independent neural drives of the OL greater than GL were assumed. The model was iteratively refined in secondary gazes to implement realistic behavior using the simplest mechanical configuration and neural control strategy. Simulated horizontal rectus EOM paths and pulley positions during secondary gazes were consistent with published MRI measurements. Estimated EOM tensions were consistent with the range of experimentally measured tensions. This model is consistent with postulated bilaminar activity of the EOMs, and the separate roles of the GL in ocular rotation, and OL in pulley positioning. [ABSTRACT FROM AUTHOR] Copyright of Scientific Reports is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=156155241&site=ehost-live
710,Correlation between pelvic floor ultrasound parameters and vaginal pressures in nulliparous women: a subanalysis of the SUM-AN study.,Qi Wei,International Urogynecology Journal,9373462,,Jun-22,33,6,1481,7,157529319,10.1007/s00192-022-05117-5,Springer Nature,Article,PELVIC floor; ULTRASONIC imaging; PUBIC symphysis; LOGISTIC regression analysis,Levator ani muscle hiatus; Nulliparous; Pelvic floor hiatus; Three-dimensional endovaginal manometry; Three-dimensional endovaginal ultrasound; Vaginal pressures,"Introduction and hypothesis: Pelvic floor ultrasound is used as a validated technique for measuring levator ani dimensions. Vaginal manometry has been used in the past as a method to assess levator ani muscle (LAM) strength. Whether the combination of both methods can contribute to our understanding of pelvic floor pathophysiology has not yet been described. We hypothesized that as female pelvic floor muscular hiatus increases, the vaginal pressure and strength decrease. Methods: We recruited 20 asymptomatic nulliparous women ages 18–85 years. Minimal levator hiatus (MLH) area, anteroposterior/left-right (AP/LR) diameter ratio, the distance between levator plate and the pubic symphysis (LP-PS) while at rest and squeeze were measured using endovaginal ultrasound (US). Vaginal pressure at rest, squeeze (Kegel) and Valsalva were measured using 3D manometry. Logistic and linear regression analysis was performed to assess correlations. Results: MLH area was negatively correlated with the sum of all the squeeze pressures produced on the four walls of the vagina (p = 0.049, R2 = 0.197). There was also a borderline negative correlation between MLH and the sum of rest pressures (p = 0.09, R2 = 0.15). AP/LR ratio was negatively correlated with the sum of squeeze pressures (p = 0.056, R2 = 0.197). LP-PS distances, both while at rest and during squeeze, were negatively correlated with the vaginal squeeze pressure (p = 0.046, R2 = 0.21; p = 0.011, R2 = 0.31, respectively). LP-V distance, both at rest and during squeeze, was negatively correlated with the sum of squeeze pressures on four vaginal walls (p = 0.02, R2 = 0.25; p = 0.005, R2 = 0.36, respectively). Conclusions: Stronger levator ani muscles, smaller MLH area and a more oval shape of pelvic floor hiatus as assessed by pelvic floor ultrasound are associated with higher squeeze vaginal pressures as assessed by 3D manometry. [ABSTRACT FROM AUTHOR] Copyright of International Urogynecology Journal is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=157529319&site=ehost-live
711,Fast ray-tracing of human eye optics on Graphics Processing Units.,Qi Wei,Computer Methods & Programs in Biomedicine,1692607,,May-14,114,3,302,13,95713419,10.1016/j.cmpb.2014.02.003,Elsevier B.V.,Article,VISION disorders; RETINAL anatomy; DIAGNOSTIC imaging; MEDICAL screening; COMPUTER simulation; GRAPHICS processing units; Diagnostic Imaging Centers; Other Electronic and Precision Equipment Repair and Maintenance; All Other Miscellaneous Ambulatory Health Care Services,Computational simulation; GPU programming; Human eye optics; Patient specific modeling and simulation; Ray tracing; Vision defects,"Abstract: We present a new technique for simulating retinal image formation by tracing a large number of rays from objects in three dimensions as they pass through the optic apparatus of the eye to objects. Simulating human optics is useful for understanding basic questions of vision science and for studying vision defects and their corrections. Because of the complexity of computing such simulations accurately, most previous efforts used simplified analytical models of the normal eye. This makes them less effective in modeling vision disorders associated with abnormal shapes of the ocular structures which are hard to be precisely represented by analytical surfaces. We have developed a computer simulator that can simulate ocular structures of arbitrary shapes, for instance represented by polygon meshes. Topographic and geometric measurements of the cornea, lens, and retina from keratometer or medical imaging data can be integrated for individualized examination. We utilize parallel processing using modern Graphics Processing Units (GPUs) to efficiently compute retinal images by tracing millions of rays. A stable retinal image can be generated within minutes. We simulated depth-of-field, accommodation, chromatic aberrations, as well as astigmatism and correction. We also show application of the technique in patient specific vision correction by incorporating geometric models of the orbit reconstructed from clinical medical images. [Copyright &y& Elsevier] Copyright of Computer Methods & Programs in Biomedicine is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=95713419&site=ehost-live
712,Levator ani muscle volume and architecture in normal vs. muscle damage patients using 3D endovaginal ultrasound: a pilot study.,Qi Wei,International Urogynecology Journal,9373462,,Sep-22,,,1,,159395461,10.1007/s00192-022-05366-4,Springer Nature,Article,,3D endovaginal ultrasound; Avulsion; Levator ani; Muscle damage,"Introduction and hypothesis: This study aimed to compare the difference in levator ani muscle (LAM) volumes between 'normal' and those with sonographically visualized LAM defects. We hypothesized that the 'muscle damage' group would have a significantly lower muscle volume.The study included patients who had undergone a 3D endovaginal ultrasound. The normal (NM) and damage (DM) muscle groups’ architectural changes were evaluated based on anterior-posterior (AP), left-right (LR) diameter, and minimal levator hiatus (MLH) area. The puboanalis-puboperinealis (PA), puborectalis (PR), and pubococcygeus-iliococcygeus (PC) were manually segmented using 2.5 vs. 1.0 mm to find the optimal sequence and to compare the volumes between NM and DM groups. POPQs were compared between the NM and DM groups.The 1.0-mm segmentation volumes created superior volume analysis. Comparing NM to the DM group showed no significant difference in LAM volume. Respectively, the mean total LAM volumes were 17.27 cm3 (SD = 3.97) and 17.04 cm3 (SD = 4.32), <italic>p</italic> = 0.79. The mean MLH measurements for both groups respectively were 10.06 cm2 (SD = 2.93) and 12.18 cm2 (SD = 2.93), indicating a significant difference (<italic>p</italic> = 0.01). POPQ analysis demonstrated statistically significant differences at Ba and Bp parameters suggesting that the DM group had worse prolapse (<italic>p</italic> = 0.05, 0.01, respectively).While LAM volumes are similar, there is a significant difference in the physical architecture of the LAM and the POPQ parameters in muscle-damaged patients compared to the normal group.Methods: This study aimed to compare the difference in levator ani muscle (LAM) volumes between 'normal' and those with sonographically visualized LAM defects. We hypothesized that the 'muscle damage' group would have a significantly lower muscle volume.The study included patients who had undergone a 3D endovaginal ultrasound. The normal (NM) and damage (DM) muscle groups’ architectural changes were evaluated based on anterior-posterior (AP), left-right (LR) diameter, and minimal levator hiatus (MLH) area. The puboanalis-puboperinealis (PA), puborectalis (PR), and pubococcygeus-iliococcygeus (PC) were manually segmented using 2.5 vs. 1.0 mm to find the optimal sequence and to compare the volumes between NM and DM groups. POPQs were compared between the NM and DM groups.The 1.0-mm segmentation volumes created superior volume analysis. Comparing NM to the DM group showed no significant difference in LAM volume. Respectively, the mean total LAM volumes were 17.27 cm3 (SD = 3.97) and 17.04 cm3 (SD = 4.32), <italic>p</italic> = 0.79. The mean MLH measurements for both groups respectively were 10.06 cm2 (SD = 2.93) and 12.18 cm2 (SD = 2.93), indicating a significant difference (<italic>p</italic> = 0.01). POPQ analysis demonstrated statistically significant differences at Ba and Bp parameters suggesting that the DM group had worse prolapse (<italic>p</italic> = 0.05, 0.01, respectively).While LAM volumes are similar, there is a significant difference in the physical architecture of the LAM and the POPQ parameters in muscle-damaged patients compared to the normal group.Results: This study aimed to compare the difference in levator ani muscle (LAM) volumes between 'normal' and those with sonographically visualized LAM defects. We hypothesized that the 'muscle damage' group would have a significantly lower muscle volume.The study included patients who had undergone a 3D endovaginal ultrasound. The normal (NM) and damage (DM) muscle groups’ architectural changes were evaluated based on anterior-posterior (AP), left-right (LR) diameter, and minimal levator hiatus (MLH) area. The puboanalis-puboperinealis (PA), puborectalis (PR), and pubococcygeus-iliococcygeus (PC) were manually segmented using 2.5 vs. 1.0 mm to find the optimal sequence and to compare the volumes between NM and DM groups. POPQs were compared between the NM and DM groups.The 1.0-mm segmentation volumes created superior volume analysis. Comparing NM to the DM group showed no significant difference in LAM volume. Respectively, the mean total LAM volumes were 17.27 cm3 (SD = 3.97) and 17.04 cm3 (SD = 4.32), <italic>p</italic> = 0.79. The mean MLH measurements for both groups respectively were 10.06 cm2 (SD = 2.93) and 12.18 cm2 (SD = 2.93), indicating a significant difference (<italic>p</italic> = 0.01). POPQ analysis demonstrated statistically significant differences at Ba and Bp parameters suggesting that the DM group had worse prolapse (<italic>p</italic> = 0.05, 0.01, respectively).While LAM volumes are similar, there is a significant difference in the physical architecture of the LAM and the POPQ parameters in muscle-damaged patients compared to the normal group.Conclusions: This study aimed to compare the difference in levator ani muscle (LAM) volumes between 'normal' and those with sonographically visualized LAM defects. We hypothesized that the 'muscle damage' group would have a significantly lower muscle volume.The study included patients who had undergone a 3D endovaginal ultrasound. The normal (NM) and damage (DM) muscle groups’ architectural changes were evaluated based on anterior-posterior (AP), left-right (LR) diameter, and minimal levator hiatus (MLH) area. The puboanalis-puboperinealis (PA), puborectalis (PR), and pubococcygeus-iliococcygeus (PC) were manually segmented using 2.5 vs. 1.0 mm to find the optimal sequence and to compare the volumes between NM and DM groups. POPQs were compared between the NM and DM groups.The 1.0-mm segmentation volumes created superior volume analysis. Comparing NM to the DM group showed no significant difference in LAM volume. Respectively, the mean total LAM volumes were 17.27 cm3 (SD = 3.97) and 17.04 cm3 (SD = 4.32), <italic>p</italic> = 0.79. The mean MLH measurements for both groups respectively were 10.06 cm2 (SD = 2.93) and 12.18 cm2 (SD = 2.93), indicating a significant difference (<italic>p</italic> = 0.01). POPQ analysis demonstrated statistically significant differences at Ba and Bp parameters suggesting that the DM group had worse prolapse (<italic>p</italic> = 0.05, 0.01, respectively).While LAM volumes are similar, there is a significant difference in the physical architecture of the LAM and the POPQ parameters in muscle-damaged patients compared to the normal group. [ABSTRACT FROM AUTHOR] Copyright of International Urogynecology Journal is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=159395461&site=ehost-live
713,"Posterior perineal translevator hernia: application of MRI, 3D ultrasound, and computerized modeling.",Qi Wei,International Urogynecology Journal,9373462,,Oct-18,29,10,1559,3,131820451,10.1007/s00192-018-3714-3,Springer Nature,Article,PERINEAL care; PELVIC floor; PELVIC surgery; ULTRASONIC imaging; MAGNETIC resonance imaging; DISEASES; Diagnostic Imaging Centers,Pelvic floor MRI; Pelvic floor ultrasound; Translevator hernia,,http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=131820451&site=ehost-live
