,Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
586,Sample-Based Models of Protein Energy Landscapes and Slow Structural Rearrangements.,Amarda Shehu,Journal of Computational Biology,10665277,,Jan2018,25,1,33,18.0,127185401,10.1089/cmb.2017.0158,"Mary Ann Liebert, Inc.",Article,PROTEIN structure; STRUCTURAL dynamics; PROTEIN models; SIMULATION methods & models; ALGORITHMS,energy landscape; protein modeling; sample-based model; sampling capability; structural rearrangements,"Proteins often undergo slow structural rearrangements that involve several angstroms and surpass the nanosecond timescale. These spatiotemporal scales challenge physics-based simulations and open the way to sample-based models of structural dynamics. This article improves an understanding of current capabilities and limitations of sample-based models of dynamics. Borrowing from widely used concepts in evolutionary computation, this article introduces two conflicting aspects of sampling capability and quantifies them via statistical (and graphical) analysis tools. This allows not only conducting a principled comparison of different sample-based algorithms but also understanding which algorithmic ingredients to use as knobs via which to control sampling and, in turn, the accuracy and detail of modeled structural rearrangements. We demonstrate the latter by proposing two powerful variants of a recently published sample-based algorithm. We believe that this work will advance the adoption of sample-based models as reliable tools for modeling slow protein structural rearrangements. [ABSTRACT FROM AUTHOR] Copyright of Journal of Computational Biology is the property of Mary Ann Liebert, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=127185401&site=ehost-live
587,The 7th Computational Structural Bioinformatics Workshop.,Amarda Shehu,Journal of Computational Biology,10665277,,Sep2015,22,9,785,2.0,109251701,10.1089/cmb.2015.28999.jh,"Mary Ann Liebert, Inc.",Article,MOLECULAR docking; CONFORMATIONAL analysis; PROTEINS,,"An introduction is presented in which the editor discusses various reports within the issue on topics including evaluation of decoy databases to improve its quality, exploring conformational space of proteins by introducing crystallographic structures and, an algorithm for protein docking.",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=109251701&site=ehost-live
588,Are nicotinic acetylcholine receptors coupled to G proteins?,Amarda Shehu,BioEssays,02659247,,Dec2013,35,12,1025,10.0,92005592,10.1002/bies.201300082,"John Wiley & Sons, Inc.",Article,NICOTINIC acetylcholine receptors; G proteins; PROTEOMICS; ION channels; CONSERVED sequences (Genetics); CELLULAR signal transduction,acetylcholine; G protein coupling; intracellular loop; ligand‐gated ion channel; ligand-gated ion channel; loop modeling; protein interaction; signal transduction,"It was, until recently, accepted that the two classes of acetylcholine (ACh) receptors are distinct in an important sense: muscarinic ACh receptors signal via heterotrimeric GTP binding proteins (G proteins), whereas nicotinic ACh receptors (nAChRs) open to allow flux of Na+, Ca2+, and K+ ions into the cell after activation. Here we present evidence of direct coupling between G proteins and nAChRs in neurons. Based on proteomic, biophysical, and functional evidence, we hypothesize that binding to G proteins modulates the activity and signaling of nAChRs in cells. It is important to note that while this hypothesis is new for the nAChR, it is consistent with known interactions between G proteins and structurally related ligand-gated ion channels. Therefore, it underscores an evolutionarily conserved metabotropic mechanism of G protein signaling via nAChR channels. Also watch the Video Abstract. [ABSTRACT FROM AUTHOR] Copyright of BioEssays is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=92005592&site=ehost-live
589,Foreword on special issue on robotics methods for structural and dynamic modeling of molecular systems.,Amarda Shehu,Robotica,02635747,,Aug2016,34,8,1677,2.0,116719278,10.1017/S0263574716000370,Cambridge University Press,Article,ROBOTICS; MOLECULAR biology; ROBOT motion; EVOLUTIONARY computation; CONSTRAINT programming; DATA mining,,"Molecular biological systems can be seen as extremely complex mobile systems. The development of methods for modeling the structure and the motion of such systems is essential to better understand their physiochemical properties and biological functions. In recent years, many computer scientists in robotics and artificial intelligence have made significant contributions to modeling biological systems. Research expertise in planning, search, learning, evolutionary computation, constraint programming, and data mining is being used to make great progress on molecular motion, structure prediction, and design. [ABSTRACT FROM PUBLISHER] Copyright of Robotica is the property of Cambridge University Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=116719278&site=ehost-live
590,Graph-Based Community Detection for Decoy Selection in Template-Free Protein Structure Prediction.,Amarda Shehu,Molecules,14203049,,Mar2019,24,5,854,1.0,135380903,10.3390/molecules24050854,MDPI,Article,PROTEIN structure; TERTIARY structure; PROTEIN analysis; AMINO acid sequence; PROTEIN folding,community detection; decoy selection; nearest-neighbor graph; protein structure space; template-free protein structure prediction,"Significant efforts in wet and dry laboratories are devoted to resolving molecular structures. In particular, computational methods can now compute thousands of tertiary structures that populate the structure space of a protein molecule of interest. These advances are now allowing us to turn our attention to analysis methodologies that are able to organize the computed structures in order to highlight functionally relevant structural states. In this paper, we propose a methodology that leverages community detection methods, designed originally to detect communities in social networks, to organize computationally probed protein structure spaces. We report a principled comparison of such methods along several metrics on proteins of diverse folds and lengths. We present a rigorous evaluation in the context of decoy selection in template-free protein structure prediction. The results make the case that network-based community detection methods warrant further investigation to advance analysis of protein structure spaces for automated selection of functionally relevant structures. [ABSTRACT FROM AUTHOR] Copyright of Molecules is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=135380903&site=ehost-live
592,Modeling the Tertiary Structure of the Rift Valley Fever Virus L Protein.,Amarda Shehu,Molecules,14203049,,May2019,24,9,1768,1.0,136449552,10.3390/molecules24091768,MDPI,Article,RIFT Valley fever; GENE expression; MOLECULAR dynamics; AMINO acids; GENOMES,computational structure determination; multidomain protein; Rift Valley fever virus; tertiary structure,"A tertiary structure governs, to a great extent, the biological activity of a protein in the living cell and is consequently a central focus of numerous studies aiming to shed light on cellular processes central to human health. Here, we aim to elucidate the structure of the Rift Valley fever virus (RVFV) L protein using a combination of in silico techniques. Due to its large size and multiple domains, elucidation of the tertiary structure of the L protein has so far challenged both dry and wet laboratories. In this work, we leverage complementary perspectives and tools from the computational-molecular-biology and bioinformatics domains for constructing, refining, and evaluating several atomistic structural models of the L protein that are physically realistic. All computed models have very flexible termini of about 200 amino acids each, and a high proportion of helical regions. Properties such as potential energy, radius of gyration, hydrodynamics radius, flexibility coefficient, and solvent-accessible surface are reported. Structural characterization of the L protein enables our laboratories to better understand viral replication and transcription via further studies of L protein-mediated protein–protein interactions. While results presented a focus on the RVFV L protein, the following workflow is a more general modeling protocol for discovering the tertiary structure of multidomain proteins consisting of thousands of amino acids. [ABSTRACT FROM AUTHOR] Copyright of Molecules is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=136449552&site=ehost-live
593,Unsupervised and Supervised Learning over the Energy Landscape for Protein Decoy Selection.,Amarda Shehu,Biomolecules (2218-273X),2218273X,,Oct2019,9,10,607,1.0,139415532,10.3390/biom9100607,MDPI,Article,"STRUCTURAL dynamics; MOLECULAR dynamics; PROTEIN structure; COMPUTATIONAL biology; MOLECULAR structure; LANDSCAPE assessment; SYSTEMS biology; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology); Research and development in the physical, engineering and life sciences; Research and Development in Biotechnology",basin; decoy selection; energy landscape; machine learning; model quality assessment; purity,"The energy landscape that organizes microstates of a molecular system and governs the underlying molecular dynamics exposes the relationship between molecular form/structure, changes to form, and biological activity or function in the cell. However, several challenges stand in the way of leveraging energy landscapes for relating structure and structural dynamics to function. Energy landscapes are high-dimensional, multi-modal, and often overly-rugged. Deep wells or basins in them do not always correspond to stable structural states but are instead the result of inherent inaccuracies in semi-empirical molecular energy functions. Due to these challenges, energetics is typically ignored in computational approaches addressing long-standing central questions in computational biology, such as protein decoy selection. In the latter, the goal is to determine over a possibly large number of computationally-generated three-dimensional structures of a protein those structures that are biologically-active/native. In recent work, we have recast our attention on the protein energy landscape and its role in helping us to advance decoy selection. Here, we summarize some of our successes so far in this direction via unsupervised learning. More importantly, we further advance the argument that the energy landscape holds valuable information to aid and advance the state of protein decoy selection via novel machine learning methodologies that leverage supervised learning. Our focus in this article is on decoy selection for the purpose of a rigorous, quantitative evaluation of how leveraging protein energy landscapes advances an important problem in protein modeling. However, the ideas and concepts presented here are generally useful to make discoveries in studies aiming to relate molecular structure and structural dynamics to function. [ABSTRACT FROM AUTHOR] Copyright of Biomolecules (2218-273X) is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=139415532&site=ehost-live
594,Analysis of performance and equity in ground delay programs,Lance Sherry,Transportation Research: Part C,0968090X,,Dec2010,18,6,910,11.0,53303750,10.1016/j.trc.2010.03.009,Elsevier B.V.,Article,FLIGHT delays & cancellations (Airlines); AIRPORTS; RATIONING; CONJOINT analysis; AIR travelers; STAKEHOLDERS; AIRPLANE fuel consumption; AIRLINE industry; Scheduled air transportation; Scheduled Passenger Air Transportation; Other Airport Operations,Equity; Fuel burn; Ground delay program; Passenger delay; Performance; Utility,"Abstract: The discrepancy between the projected demand for arrival slots at an airport and the projected available arrival slots on a given day is resolved by the Ground Delay Program (GDP). The current GDP rationing rule, Ration-by-Schedule, allocates the available arrival slots at the affected airport by scheduled arrival time of the flights with some adjustments to balance the equity between airlines. This rule does not take into account passenger flow and fuel flow performance in the rationing assignment tradeoff. This paper examines the trade-off between passenger delays and excess surface fuel burn as well as airline equity and passenger equity in GDP slot allocation using different rationing rules. A GDP Rationing Rule Simulator (GDP-RRS) is developed to calculate performance and equity metrics for all stakeholders using six alternate rules. The results show that there is a trade-off between GDP performance and GDP equity. Ration-by-Passengers (a rule which maximizes the passenger throughput) decreased total passenger delay by 22% and decreased total excess fuel burn by 57% with no change in total flight delay compared to the traditional Ration-by-Schedule. However, when the airline and passenger equity are primary concerns, the Ration-by-Schedule is preferred. [ABSTRACT FROM AUTHOR] Copyright of Transportation Research: Part C is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=53303750&site=ehost-live
595,Automation for task analysis of next generation air traffic management systems,Lance Sherry,Transportation Research: Part C,0968090X,,Dec2010,18,6,921,9.0,53303751,10.1016/j.trc.2010.03.006,Elsevier B.V.,Article,AIR traffic control; AUTOMATION; TASK analysis; ERROR rates; JOB analysis; USER-centered system design; HUMAN-computer interaction; INDUSTRIAL engineering; Air Traffic Control,Human–computer interaction; Probability of failure-to-complete a task; Task analysis; Trials-to-mastery; Usability analysis,"Abstract: The increasing span of control of Air Traffic Control enterprise automation (e.g. Flight Schedule Monitor, Departure Flow Management), along with lean-processes and pay-for-performance business models, has placed increased emphasis on operator training time and error rates. There are two traditional approaches to the design of human–computer interaction (HCI) to minimize training time and reduce error rates: (1) experimental user testing provides the most accurate assessment of training time and error rates, but occurs too late in the development cycle and is cost prohibitive, (2) manual review methods (e.g. cognitive walkthrough) can be used earlier in the development cycle, but suffer from poor accuracy and poor inter-rater reliability. Recent development of “affordable” human performance models provide the basis for the automation of task analysis and HCI design to obtain low cost, accurate, estimates of training time and error rates early in the development cycle. This paper describes a usability/HCI analysis tool that this intended for use by design engineers in the course of their software engineering duties. The tool computes estimates of trials-to-mastery (i.e. time to competence for training) and the probability of failure-to-complete for each task. The HCI required to complete a task on the automation under development is entered into the web-based tool via a form. Assessments of the salience of visual cues to prompt operator actions for the proposed design are used to compute training time and error rates. The web-based tool enables designers in multiple locations to review and contribute to the design. An example analysis is provided along with a discussion of the limitations of the tool and directions for future research. [ABSTRACT FROM AUTHOR] Copyright of Transportation Research: Part C is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=53303751&site=ehost-live
596,Improving the accuracy of airport emissions inventories using disparate datasets.,Lance Sherry,IIE Transactions,0740817X,,Jun2015,47,6,577,9.0,101893084,10.1080/0740817X.2014.938845,Taylor & Francis Ltd,Article,AIRPORTS; DATA analysis; ENVIRONMENTAL regulations; AIR quality; CARBON oxides; Other Airport Operations; Administration of Air and Water Resource and Solid Waste Management Programs,aircraft performance models; Airport emissions inventories; radar surveillance track data; takeoff thrust setting,"Environmental regulations require airports to report air quality emissions inventories (i.e., tons emitted) for aircraft emissions such as carbon oxides (COx) and nitrogen oxides (NOx). Traditional methods for emission inventory calculations yield over-estimated inventories due an assumption of the use of maximum takeoff thrust settings for all departures. To reduce costs, airlines use “reduced” thrust settings (such as derated or flex temperature thrust settings) that can be up to 25% lower than the maximum takeoff thrust setting. Thrust data for each flight operation are not readily available to those responsible for the emission inventory. This article describes an approach to estimate the actual takeoff thrust for each flight operation using algorithms that combine radar surveillance track data, weather data, and standardized aircraft performance models. A case study for flights from Chicago's O’Hare airport exhibited an average takeoff thrust of 86% of maximum takeoff thrust (within 4% of the average for actual takeoff thrust settings). The implications and limitations of this method are discussed. [ABSTRACT FROM PUBLISHER] Copyright of IIE Transactions is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=101893084&site=ehost-live
597,Methodology and Case Study for Validation of Aircraft-Induced Clouds from Hyperspectral Imagery.,Lance Sherry,Atmosphere,20734433,,Aug2022,13,8,N.PAG,11.0,158731404,10.3390/atmos13081257,MDPI,Article,WEATHER; JET engines; REMOTE-sensing images; MATCHED filters; TERRESTRIAL radiation; WEST Virginia,aviation; climate change; contrails; in-scene spectra; remote sensing,"Aircraft-Induced Clouds (AICs), colloquially called contrails, form from the emission of soot from jet engines during cruise flight in favorable atmospheric conditions. AICs absorb, scatter, and reflect shortwave and longwave radiation. This radiative transfer has a cooling effect during the day; however, the night experiences an overwhelming warming effect, which leads to an overall warming effect on Earth, contributing to anthropogenically propelled climate change. Reducing AICs significantly mitigates aviation's contribution to climate change by reducing the disruption in Earth's radiation budget. Researchers have proposed AIC Abatement Programs (AAPs) to increase cruise flight levels without additional fuel burn. In order to effectively implement AAPs, it is crucial to be able to accurately identify AICs from publicly available aerial and satellite imagery. This study aims at the identification of AICs from hyperspectral imagery to help the effective implementation of an AAP and to mitigate climate change. This paper describes a method for the hyperspectral analysis of aerial images in order to accurately identify AICs through a case study based in West Virginia. The results show that both the Adaptive Coherence Estimator and the Matched Filter algorithms based on unique in-scene spectra were successful in the isolation of the AICs from other cloud types and the background. It is found that AICs can be identified with 84% confidence in this case study. The method, a case study, and future works are provided. [ABSTRACT FROM AUTHOR] Copyright of Atmosphere is the property of MDPI and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=158731404&site=ehost-live
598,Methodology for collision risk assessment of an airspace flow corridor concept.,John Shortle,Reliability Engineering & System Safety,09518320,,Oct2015,142,,444,12.0,108552086,10.1016/j.ress.2015.05.015,Elsevier B.V.,Article,TRAFFIC accidents; RISK assessment; PARAMETER estimation; UNITED States. Federal Aviation Administration; INTERNATIONAL Civil Aviation Organization; Regulation and Administration of Transportation Programs,ADS-B Automatic Dependent Surveillance Broadcast; AFM Autonomous Flight Management; Air traffic management; Autonomous Flight Management; CD&R conflict detection and resolution; Dynamic event tree; FAA Federal Aviation Administration; Fault tree; Flow corridor concept; ICAO international civil aviation organization; LOL loss of locatability; Monte Carlo simulation; NextGen Next Generation Air Transportation System; NMAC Near Mid-air Collision; RNP required navigation performance; SICDR Strategic Intent-based CD&R Function; TCAS Traffic Collision Avoidance System; TICDR tactical intent-based CD&R function; TIS-B Traffic Information Service Broadcast; TSCDR tactical state-based CD&R function,"This paper presents a methodology to estimate the collision risk associated with a future air-transportation concept called the flow corridor . This concept is designed to reduce congestion and increase throughput in en-route airspace by creating dedicated flight corridors across the continent. The methodology is a hybrid collision-risk methodology combining Monte Carlo simulation and dynamic event trees. Monte Carlo simulation is used to model the movement of aircraft within the corridor and to identify potential trajectories that might lead to a collision. Dynamic event trees are used to evaluate the effectiveness of subsequent safety layers that protect against collisions. The overall risk assessment captures the unique characteristics of the flow corridor concept, including self-separation within the corridor, lane change maneuvers, speed adjustments, and the automated separation assurance system. A tradeoff between safety and throughput is conducted, and a sensitivity analysis identifies the most critical parameters in the model. [ABSTRACT FROM AUTHOR] Copyright of Reliability Engineering & System Safety is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=108552086&site=ehost-live
598,Methodology for collision risk assessment of an airspace flow corridor concept.,Lance Sherry,Reliability Engineering & System Safety,09518320,,Oct2015,142,,444,12.0,108552086,10.1016/j.ress.2015.05.015,Elsevier B.V.,Article,TRAFFIC accidents; RISK assessment; PARAMETER estimation; UNITED States. Federal Aviation Administration; INTERNATIONAL Civil Aviation Organization; Regulation and Administration of Transportation Programs,ADS-B Automatic Dependent Surveillance Broadcast; AFM Autonomous Flight Management; Air traffic management; Autonomous Flight Management; CD&R conflict detection and resolution; Dynamic event tree; FAA Federal Aviation Administration; Fault tree; Flow corridor concept; ICAO international civil aviation organization; LOL loss of locatability; Monte Carlo simulation; NextGen Next Generation Air Transportation System; NMAC Near Mid-air Collision; RNP required navigation performance; SICDR Strategic Intent-based CD&R Function; TCAS Traffic Collision Avoidance System; TICDR tactical intent-based CD&R function; TIS-B Traffic Information Service Broadcast; TSCDR tactical state-based CD&R function,"This paper presents a methodology to estimate the collision risk associated with a future air-transportation concept called the flow corridor . This concept is designed to reduce congestion and increase throughput in en-route airspace by creating dedicated flight corridors across the continent. The methodology is a hybrid collision-risk methodology combining Monte Carlo simulation and dynamic event trees. Monte Carlo simulation is used to model the movement of aircraft within the corridor and to identify potential trajectories that might lead to a collision. Dynamic event trees are used to evaluate the effectiveness of subsequent safety layers that protect against collisions. The overall risk assessment captures the unique characteristics of the flow corridor concept, including self-separation within the corridor, lane change maneuvers, speed adjustments, and the automated separation assurance system. A tradeoff between safety and throughput is conducted, and a sensitivity analysis identifies the most critical parameters in the model. [ABSTRACT FROM AUTHOR] Copyright of Reliability Engineering & System Safety is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=108552086&site=ehost-live
599,Troublesome trends in U. S. air transportation.,Lance Sherry,Aerospace America,0740722X,,Nov2012,50,10,20,5.0,83301866,,American Institute of Aeronautics & Astronautics,Article,COMMERCIAL aeronautics; TRAVELERS; AIRLINE rates; TECHNOLOGICAL innovations; UNITED States; Nonscheduled Chartered Passenger Air Transportation; Non-scheduled specialty flying services; Scheduled Freight Air Transportation; Scheduled Passenger Air Transportation; Scheduled air transportation; All Other Traveler Accommodation; UNITED States economy,,"The article reports that trends in the air transportation industry are changing its role as a prime mover of the U.S. economy. Studies showed that since the 1990s, U.S. domestic airlines are serving fewer, higher paying passengers. Increased airfare and reduced accessibility lead to higher transportation costs for businesses, affecting expansion and productivity. To maintain affordable levels, the authors recommend a two pronged approach, namely regulatory incentives and technical innovation.",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=83301866&site=ehost-live
600,Resilient Consensus in Robot Swarms With Periodic Motion and Intermittent Communication.,Daigo Shishika,IEEE Transactions on Robotics,15523098,,Feb2022,38,1,110,16.0,155186448,10.1109/TRO.2021.3088765,IEEE,Article,PERIODIC motion; ROBOTS; CONSENSUS (Social sciences); MULTIAGENT systems; TASK analysis,Communication networks; Consensus; multiagent systems; Network topology; resilience systems; Robots; Robustness; Shape; Task analysis; Topology,"In this article, we propose an approach to construct a time-varying communication topology with a resilient consensus performance for robot swarms with limited communication ranges. The robots are deployed to explore a large task space and achieve consensus despite the existence of a finite number of noncooperative members in the team. Existing methods encouraged robots to stay close to each other to achieve certain robustness requirements on the connectivity of the communication topology. We leverage on the robots’ mobility to design a time-varying integrated topology composed of several subgroups of robots deployed on nonoverlapping closed-loop paths. Robots are spread out and move along the paths, forming periodic communication links within or across groups. We analyze the time-varying topology synthesized and provide sufficient conditions for individual subgroups and the interconnection between them. We show designs satisfying the conditions with simulated examples in a lattice space, as well as in a task space with predefined paths. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Robotics is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=155186448&site=ehost-live
605,Safety Comparison of Centralized and Distributed Aircraft Separation Assurance Concepts.,John Shortle,IEEE Transactions on Reliability,00189529,,Mar2014,63,1,259,11.0,94763939,10.1109/TR.2014.2299193,IEEE,Article,AIRCRAFT separation; TRAFFIC safety; PROPULSION systems; AERONAUTICAL safety measures; DECENTRALIZATION in management; PROBABILITY theory,Aircraft; Aircraft propulsion; Atmospheric modeling; Aviation safety; case study; centralized versus distributed; common cause failure; near mid-air collisions; Numerical models; Probability; Safety; separation assurance; Trajectory,"This paper presents several models to compare centralized and distributed automated separation assurance concepts in aviation. In a centralized system, safety-related functions are implemented by common equipment on the ground. In a distributed system, safety-related functions are implemented by equipment on each aircraft. Failures of the safety-related functions can increase the risk of near mid-air collisions. Intuitively, failures on the ground are worse than failures in the air because the ground failures simultaneously affect multiple aircraft. This paper evaluates the degree to which this belief is true. Using region-wide models to account for dependencies between aircraft pairs, we derive the region-wide expectation and variance of the number of separation losses for both centralized and distributed concepts. This derivation is done first for a basic scenario involving a single component and function. We show that the variance of the number of separation losses is always higher for the centralized system, holding the expectations equal. However, numerical examples show that the difference is negligible when the events of interest are rare. Results are extended to a hybrid centralized-distributed scenario involving multiple components and functions on the ground and in the air. In this case, the variance of the centralized system may actually be less than that of the distributed system. The overall implication is that the common-cause failure of the ground function does not seriously weaken the overall case for using a centralized concept versus a distributed concept. [ABSTRACT FROM PUBLISHER] Copyright of IEEE Transactions on Reliability is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=94763939&site=ehost-live
607,Transmission-Capacity Expansion for Minimizing Blackout Probabilities.,John Shortle,IEEE Transactions on Power Systems,08858950,,Jan2014,29,1,43,10.0,93281036,10.1109/TPWRS.2013.2279508,IEEE,Article,ELECTRIC power distribution grids; ELECTRIC power failures; MATHEMATICAL optimization; SIMULATION methods & models; MONTE Carlo method,Cascading blackouts; Computational modeling; Linear programming; Load modeling; Mathematical model; Optimization; Power system faults; Power system protection; rare-event simulation; simulation optimization; splitting; transmission expansion,"The objective of this paper is to determine an optimal plan for expanding the capacity of a power grid in order to minimize the likelihood of a large cascading blackout. Capacity-expansion decisions considered in this paper include the addition of new transmission lines and the addition of capacity to existing lines. We embody these interacting considerations in a simulation optimization model, where the objective is to minimize the probability of a large blackout subject to a budget constraint. The probability of a large-scale blackout is estimated via Monte Carlo simulation of a probabilistic cascading blackout model. Because the events of interest are rare, standard simulation is often intractable from a computational perspective. We apply a variance-reduction technique within the simulation to provide results in a reasonable time frame. Numerical results are given for some small test networks including an IEEE 14-bus test network. A key conclusion is that the different expansion strategies lead to different shapes of the tails of the blackout distributions. In other words, there is a tradeoff between reducing the frequency of small-scale blackouts versus reducing the frequency of large-scale blackouts. [ABSTRACT FROM PUBLISHER] Copyright of IEEE Transactions on Power Systems is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=93281036&site=ehost-live
609,Biomechanics of Walking in Healthy Adults at Different Gait Speeds: 121 Board #2 May 30 9:30 AM - 11:30 AM.,Siddhartha Sikdar,Medicine & Science in Sports & Exercise,01959131,,2018 Supplement 1,50,,10,1.0,133521716,10.1249/01.mss.0000535118.61829.e2,Lippincott Williams & Wilkins,Abstract,CONFERENCES & conventions; BIOMECHANICS; WALKING; WALKING speed; ADULTS; MINNESOTA; AMERICAN College of Sports Medicine; Convention and Trade Show Organizers,,,http://mutex.gmu.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=133521716&site=ehost-live
